Date Local,Arithmetic Mean,AQI
2011-07-27,17.923076923076923,16.615384615384617
2011-07-28,23.076923076923077,21.307692307692307
2011-07-29,25.46153846153846,23.76923076923077
2011-07-30,26.615384615384617,24.615384615384617
2011-07-31,29.153846153846153,26.153846153846153
2011-08-01,19.142857142857142,17.785714285714285
2011-08-02,21.785714285714285,20.214285714285715
2011-08-03,121.21428571428571,83.78571428571429
2011-08-04,29.071428571428573,26.928571428571427
2011-08-05,80.35714285714286,62.857142857142854
2011-08-06,42.142857142857146,38.785714285714285
2011-08-07,69.42857142857143,56.357142857142854
2011-08-08,49.42857142857143,45.214285714285715
2011-08-09,27.928571428571427,25.857142857142858
2011-08-10,45.92307692307692,40.53846153846154
2011-08-11,62.285714285714285,53.357142857142854
2011-08-12,35.857142857142854,33.214285714285715
2011-08-13,23.857142857142858,22.0
2011-08-14,19.071428571428573,17.857142857142858
2011-08-15,33.0,30.642857142857142
2011-08-16,46.92307692307692,42.23076923076923
2011-08-17,34.714285714285715,32.142857142857146
2011-08-18,139.92307692307693,93.23076923076923
2011-08-19,51.30769230769231,47.07692307692308
2011-08-20,35.07142857142857,32.57142857142857
2011-08-21,25.0,23.142857142857142
2011-08-22,36.857142857142854,33.642857142857146
2011-08-23,40.357142857142854,37.214285714285715
2011-08-24,41.285714285714285,37.92857142857143
2011-08-25,254.06666666666666,167.53333333333333
2011-08-26,54.714285714285715,46.57142857142857
2011-08-27,188.78571428571428,116.85714285714286
2011-08-28,92.92857142857143,69.5
2011-08-29,40.214285714285715,37.0
2011-08-30,48.92857142857143,44.714285714285715
2011-08-31,50.142857142857146,44.92857142857143
2011-09-01,33.57142857142857,30.714285714285715
2011-09-02,202.73333333333332,131.66666666666666
2011-09-03,50.5,45.785714285714285
2011-09-04,36.92857142857143,34.214285714285715
2011-09-05,48.857142857142854,43.92857142857143
2011-09-06,41.357142857142854,37.357142857142854
2011-09-07,31.857142857142858,29.357142857142858
2011-09-08,35.285714285714285,32.42857142857143
2011-09-09,66.85714285714286,52.357142857142854
2011-09-10,60.642857142857146,48.57142857142857
2011-09-11,97.6,75.93333333333334
2011-09-12,120.92857142857143,83.21428571428571
2011-09-13,31.153846153846153,28.846153846153847
2011-09-14,19.0,17.571428571428573
2011-09-15,24.0,22.285714285714285
2011-09-16,27.428571428571427,25.357142857142858
2011-09-17,24.785714285714285,22.714285714285715
2011-09-18,25.642857142857142,23.714285714285715
2011-09-19,36.785714285714285,34.07142857142857
2011-09-20,42.214285714285715,37.285714285714285
2011-09-21,42.142857142857146,38.642857142857146
2011-09-22,50.57142857142857,45.142857142857146
2011-09-23,40.642857142857146,37.357142857142854
2011-09-24,51.92857142857143,46.42857142857143
2011-09-25,45.92857142857143,41.214285714285715
2011-09-26,31.142857142857142,28.857142857142858
2011-09-27,76.23076923076923,61.23076923076923
2011-09-28,53.285714285714285,46.07142857142857
2011-09-29,44.5,41.0
2011-09-30,68.21428571428571,56.285714285714285
2011-10-01,38.142857142857146,35.285714285714285
2011-10-02,27.142857142857142,25.071428571428573
2011-10-03,31.285714285714285,29.0
2011-10-04,96.21428571428571,69.92857142857143
2011-10-05,33.642857142857146,31.0
2011-10-06,26.428571428571427,24.357142857142858
2011-10-07,23.285714285714285,21.571428571428573
2011-10-08,20.642857142857142,19.142857142857142
2011-10-09,21.214285714285715,19.642857142857142
2011-10-10,32.285714285714285,29.857142857142858
2011-10-11,38.0,35.214285714285715
2011-10-12,39.57142857142857,36.42857142857143
2011-10-13,42.642857142857146,38.642857142857146
2011-10-14,48.0,43.07142857142857
2011-10-15,46.785714285714285,42.42857142857143
2011-10-16,38.642857142857146,35.714285714285715
2011-10-17,42.857142857142854,39.214285714285715
2011-10-18,42.714285714285715,38.42857142857143
2011-10-19,51.214285714285715,44.785714285714285
2011-10-20,52.5,46.0
2011-10-21,52.285714285714285,46.57142857142857
2011-10-22,45.5,40.42857142857143
2011-10-23,39.214285714285715,35.642857142857146
2011-10-24,55.69230769230769,48.53846153846154
2011-10-25,49.23076923076923,42.53846153846154
2011-10-26,38.23076923076923,35.53846153846154
2011-10-27,23.384615384615383,21.615384615384617
2011-10-28,36.84615384615385,34.0
2011-10-29,39.38461538461539,35.92307692307692
2011-10-30,37.61538461538461,34.46153846153846
2011-10-31,46.69230769230769,41.69230769230769
2011-11-01,47.84615384615385,42.0
2011-11-02,69.14285714285714,55.285714285714285
2011-11-03,64.5,53.357142857142854
2011-11-04,257.4,171.26666666666668
2011-11-05,11.23076923076923,10.153846153846153
2011-11-06,16.46153846153846,15.307692307692308
2011-11-07,9.923076923076923,9.0
2011-11-08,15.571428571428571,14.571428571428571
2011-11-09,18.857142857142858,17.285714285714285
2011-11-10,19.5,17.928571428571427
2011-11-11,27.53846153846154,25.53846153846154
2011-11-12,28.384615384615383,26.384615384615383
2011-11-13,11.692307692307692,10.615384615384615
2011-11-14,15.692307692307692,14.615384615384615
2011-11-15,17.357142857142858,16.071428571428573
2011-11-16,24.071428571428573,22.214285714285715
2011-11-17,30.5,28.142857142857142
2011-11-18,28.928571428571427,26.785714285714285
2011-11-19,26.214285714285715,24.142857142857142
2011-11-20,25.071428571428573,23.214285714285715
2011-11-21,20.785714285714285,19.357142857142858
2011-11-22,26.428571428571427,24.642857142857142
2011-11-23,30.5,28.214285714285715
2011-11-24,30.428571428571427,28.214285714285715
2011-11-25,22.285714285714285,20.714285714285715
2011-11-26,23.23076923076923,21.615384615384617
2011-11-27,20.714285714285715,19.285714285714285
2011-11-28,38.42857142857143,34.92857142857143
2011-11-29,48.15384615384615,42.76923076923077
2011-11-30,43.84615384615385,39.30769230769231
2011-12-01,53.15384615384615,46.76923076923077
2011-12-02,21.153846153846153,19.615384615384617
2011-12-03,21.76923076923077,20.307692307692307
2011-12-04,12.384615384615385,11.384615384615385
2011-12-05,14.76923076923077,13.615384615384615
2011-12-06,20.307692307692307,18.76923076923077
2011-12-07,31.46153846153846,28.923076923076923
2011-12-08,34.69230769230769,31.846153846153847
2011-12-09,37.30769230769231,34.23076923076923
2011-12-10,29.076923076923077,26.76923076923077
2011-12-11,30.666666666666668,28.333333333333332
2011-12-12,17.363636363636363,16.09090909090909
2011-12-13,3.090909090909091,3.090909090909091
2011-12-14,9.333333333333334,8.583333333333334
2011-12-15,18.916666666666668,17.583333333333332
2011-12-16,16.153846153846153,14.923076923076923
2011-12-17,14.923076923076923,13.76923076923077
2011-12-18,9.76923076923077,9.076923076923077
2011-12-19,11.076923076923077,10.076923076923077
2011-12-20,15.692307692307692,14.461538461538462
2011-12-21,19.25,17.916666666666668
2011-12-22,19.583333333333332,18.0
2011-12-23,18.615384615384617,17.076923076923077
2011-12-24,24.76923076923077,22.923076923076923
2011-12-25,26.384615384615383,24.46153846153846
2011-12-26,18.384615384615383,17.076923076923077
2011-12-27,29.53846153846154,27.307692307692307
2011-12-28,35.23076923076923,32.46153846153846
2011-12-29,39.69230769230769,35.69230769230769
2011-12-30,38.0,34.69230769230769
2011-12-31,38.23076923076923,34.84615384615385
2012-01-01,52.833333333333336,43.916666666666664
2012-01-02,22.166666666666668,20.666666666666668
2012-01-03,34.25,31.5
2012-01-04,40.53846153846154,35.92307692307692
2012-01-05,33.61538461538461,30.692307692307693
2012-01-06,39.30769230769231,36.15384615384615
2012-01-07,29.46153846153846,27.307692307692307
2012-01-08,18.76923076923077,17.46153846153846
2012-01-09,33.0,30.53846153846154
2012-01-10,35.30769230769231,32.30769230769231
2012-01-11,40.07692307692308,36.15384615384615
2012-01-12,40.07692307692308,35.30769230769231
2012-01-13,38.38461538461539,34.15384615384615
2012-01-14,36.53846153846154,33.76923076923077
2012-01-15,34.61538461538461,32.15384615384615
2012-01-16,18.083333333333332,16.75
2012-01-17,23.166666666666668,21.5
2012-01-18,26.692307692307693,24.76923076923077
2012-01-19,31.846153846153847,29.384615384615383
2012-01-20,34.38461538461539,31.846153846153847
2012-01-21,64.41666666666667,69.75
2012-01-22,87.81818181818181,82.0909090909091
2012-01-23,43.23076923076923,39.76923076923077
2012-01-24,16.384615384615383,15.153846153846153
2012-01-25,24.23076923076923,22.46153846153846
2012-01-26,38.76923076923077,35.23076923076923
2012-01-27,44.0,38.76923076923077
2012-01-28,21.0,19.416666666666668
2012-01-29,23.666666666666668,21.833333333333332
2012-01-30,37.76923076923077,34.46153846153846
2012-01-31,37.0,34.0
2012-02-01,39.61538461538461,35.92307692307692
2012-02-02,37.92307692307692,34.15384615384615
2012-02-03,27.692307692307693,25.615384615384617
2012-02-04,28.615384615384617,26.384615384615383
2012-02-05,34.53846153846154,31.923076923076923
2012-02-06,44.15384615384615,39.84615384615385
2012-02-07,36.69230769230769,32.84615384615385
2012-02-08,48.84615384615385,43.92307692307692
2012-02-09,43.0,38.76923076923077
2012-02-10,42.69230769230769,38.53846153846154
2012-02-11,25.076923076923077,23.384615384615383
2012-02-12,30.692307692307693,28.46153846153846
2012-02-13,23.53846153846154,21.846153846153847
2012-02-14,27.23076923076923,25.23076923076923
2012-02-15,20.0,18.583333333333332
2012-02-16,25.636363636363637,23.818181818181817
2012-02-17,20.307692307692307,18.846153846153847
2012-02-18,21.615384615384617,20.153846153846153
2012-02-19,21.153846153846153,19.615384615384617
2012-02-20,28.76923076923077,26.692307692307693
2012-02-21,33.92307692307692,31.46153846153846
2012-02-22,37.92307692307692,35.07692307692308
2012-02-23,40.76923076923077,37.46153846153846
2012-02-24,42.84615384615385,39.15384615384615
2012-02-25,37.30769230769231,34.53846153846154
2012-02-26,31.53846153846154,29.153846153846153
2012-02-27,76.8695652173913,73.04347826086956
2012-02-28,32.92307692307692,30.46153846153846
2012-02-29,25.846153846153847,24.0
2012-03-01,31.928571428571427,29.642857142857142
2012-03-02,39.5,35.214285714285715
2012-03-03,21.714285714285715,20.0
2012-03-04,31.357142857142858,29.0
2012-03-05,51.5,44.857142857142854
2012-03-06,73.35714285714286,59.0
2012-03-07,76.57142857142857,61.642857142857146
2012-03-08,38.57142857142857,35.857142857142854
2012-03-09,36.285714285714285,33.57142857142857
2012-03-10,25.928571428571427,23.928571428571427
2012-03-11,34.0,30.214285714285715
2012-03-12,36.857142857142854,34.0
2012-03-13,36.42857142857143,33.642857142857146
2012-03-14,39.07142857142857,36.07142857142857
2012-03-15,40.214285714285715,36.785714285714285
2012-03-16,43.214285714285715,39.785714285714285
2012-03-17,47.642857142857146,43.57142857142857
2012-03-18,15.23076923076923,14.076923076923077
2012-03-19,13.428571428571429,12.428571428571429
2012-03-20,13.857142857142858,12.785714285714286
2012-03-21,18.76923076923077,17.46153846153846
2012-03-22,26.153846153846153,24.153846153846153
2012-03-23,20.571428571428573,19.142857142857142
2012-03-24,23.285714285714285,21.571428571428573
2012-03-25,25.428571428571427,23.571428571428573
2012-03-26,23.071428571428573,21.428571428571427
2012-03-27,33.142857142857146,30.714285714285715
2012-03-28,45.5,41.785714285714285
2012-03-29,41.5,38.285714285714285
2012-03-30,38.857142857142854,35.857142857142854
2012-03-31,31.928571428571427,29.5
2012-04-01,49.785714285714285,44.857142857142854
2012-04-02,22.142857142857142,20.0
2012-04-03,55.0,43.42857142857143
2012-04-04,46.785714285714285,39.07142857142857
2012-04-05,36.714285714285715,34.0
2012-04-06,39.214285714285715,36.214285714285715
2012-04-07,38.285714285714285,35.42857142857143
2012-04-08,38.642857142857146,35.785714285714285
2012-04-09,41.642857142857146,38.42857142857143
2012-04-10,43.357142857142854,39.642857142857146
2012-04-11,42.214285714285715,39.07142857142857
2012-04-12,22.857142857142858,21.071428571428573
2012-04-13,69.21428571428571,56.42857142857143
2012-04-14,28.357142857142858,26.214285714285715
2012-04-15,22.928571428571427,21.142857142857142
2012-04-16,24.142857142857142,22.5
2012-04-17,32.785714285714285,30.428571428571427
2012-04-18,33.15384615384615,30.692307692307693
2012-04-19,34.15384615384615,31.53846153846154
2012-04-20,34.0,31.5
2012-04-21,33.57142857142857,31.0
2012-04-22,30.5,28.142857142857142
2012-04-23,35.714285714285715,33.0
2012-04-24,25.0,23.0
2012-04-25,42.5,38.714285714285715
2012-04-26,41.0,37.857142857142854
2012-04-27,23.357142857142858,21.571428571428573
2012-04-28,29.642857142857142,27.428571428571427
2012-04-29,29.5,27.428571428571427
2012-04-30,33.285714285714285,30.785714285714285
2012-05-01,27.857142857142858,25.785714285714285
2012-05-02,29.0,26.785714285714285
2012-05-03,28.071428571428573,25.857142857142858
2012-05-04,29.571428571428573,27.214285714285715
2012-05-05,30.428571428571427,28.285714285714285
2012-05-06,31.642857142857142,29.5
2012-05-07,34.57142857142857,31.857142857142858
2012-05-08,34.42857142857143,31.857142857142858
2012-05-09,75.46153846153847,60.30769230769231
2012-05-10,39.76923076923077,36.76923076923077
2012-05-11,46.42857142857143,42.857142857142854
2012-05-12,33.714285714285715,31.285714285714285
2012-05-13,32.5,30.214285714285715
2012-05-14,54.0,48.57142857142857
2012-05-15,49.357142857142854,45.07142857142857
2012-05-16,32.57142857142857,30.214285714285715
2012-05-17,35.285714285714285,32.857142857142854
2012-05-18,47.357142857142854,43.142857142857146
2012-05-19,39.5,36.42857142857143
2012-05-20,41.857142857142854,38.714285714285715
2012-05-21,41.57142857142857,38.214285714285715
2012-05-22,44.357142857142854,40.642857142857146
2012-05-23,57.0,50.57142857142857
2012-05-24,83.53846153846153,65.15384615384616
2012-05-25,69.92307692307692,57.07692307692308
2012-05-26,51.357142857142854,45.285714285714285
2012-05-27,26.071428571428573,24.0
2012-05-28,28.285714285714285,26.071428571428573
2012-05-29,35.57142857142857,33.07142857142857
2012-05-30,38.142857142857146,35.214285714285715
2012-05-31,39.857142857142854,36.5
2012-06-01,45.5,41.5
2012-06-02,47.857142857142854,44.0
2012-06-03,33.214285714285715,30.785714285714285
2012-06-04,32.57142857142857,30.071428571428573
2012-06-05,33.642857142857146,31.142857142857142
2012-06-06,40.0,36.857142857142854
2012-06-07,37.07142857142857,34.357142857142854
2012-06-08,35.142857142857146,32.57142857142857
2012-06-09,27.642857142857142,25.5
2012-06-10,27.285714285714285,25.285714285714285
2012-06-11,32.642857142857146,30.214285714285715
2012-06-12,35.642857142857146,32.785714285714285
2012-06-13,37.714285714285715,34.642857142857146
2012-06-14,40.57142857142857,37.357142857142854
2012-06-15,34.857142857142854,32.214285714285715
2012-06-16,113.2,101.45
2012-06-17,67.07142857142857,54.5
2012-06-18,63.07142857142857,52.07142857142857
2012-06-19,52.42857142857143,47.214285714285715
2012-06-20,119.21428571428571,82.78571428571429
2012-06-21,43.92857142857143,40.285714285714285
2012-06-22,38.0,35.285714285714285
2012-06-23,45.214285714285715,41.857142857142854
2012-06-24,32.857142857142854,30.571428571428573
2012-06-25,32.642857142857146,30.071428571428573
2012-06-26,67.92307692307692,56.30769230769231
2012-06-27,151.76,150.68
2012-06-28,66.78571428571429,54.285714285714285
2012-06-29,33.785714285714285,31.285714285714285
2012-06-30,59.357142857142854,51.07142857142857
2012-07-01,39.07692307692308,36.07692307692308
2012-07-02,50.38461538461539,45.69230769230769
2012-07-03,75.76923076923077,61.07692307692308
2012-07-04,25.23076923076923,23.23076923076923
2012-07-05,21.692307692307693,20.0
2012-07-06,21.384615384615383,19.923076923076923
2012-07-07,21.76923076923077,20.153846153846153
2012-07-08,23.692307692307693,21.923076923076923
2012-07-09,27.333333333333332,25.166666666666668
2012-07-10,41.30769230769231,38.07692307692308
2012-07-11,89.5,86.70833333333333
2012-07-12,38.22222222222222,39.0
2012-07-13,17.583333333333332,16.416666666666668
2012-07-14,24.846153846153847,22.923076923076923
2012-07-15,48.92307692307692,41.23076923076923
2012-07-16,19.076923076923077,17.76923076923077
2012-07-17,23.846153846153847,22.23076923076923
2012-07-18,29.0,26.692307692307693
2012-07-19,30.076923076923077,27.846153846153847
2012-07-20,43.84615384615385,39.23076923076923
2012-07-21,73.38461538461539,58.46153846153846
2012-07-22,34.84615384615385,31.692307692307693
2012-07-23,40.84615384615385,34.53846153846154
2012-07-24,21.923076923076923,20.307692307692307
2012-07-25,20.692307692307693,19.307692307692307
2012-07-26,31.384615384615383,29.076923076923077
2012-07-27,31.53846153846154,29.076923076923077
2012-07-28,44.38461538461539,39.07692307692308
2012-07-29,33.38461538461539,30.692307692307693
2012-07-30,13.23076923076923,12.23076923076923
2012-07-31,19.416666666666668,18.083333333333332
2012-08-01,19.166666666666668,17.75
2012-08-02,33.0,30.384615384615383
2012-08-03,28.615384615384617,26.384615384615383
2012-08-04,28.307692307692307,26.076923076923077
2012-08-05,47.92307692307692,42.15384615384615
2012-08-06,59.23076923076923,48.15384615384615
2012-08-07,38.84615384615385,35.61538461538461
2012-08-08,50.0,43.76923076923077
2012-08-09,38.23076923076923,34.69230769230769
2012-08-10,39.92307692307692,36.84615384615385
2012-08-11,91.875,82.54166666666667
2012-08-12,53.92307692307692,47.38461538461539
2012-08-13,72.91666666666667,58.0
2012-08-14,78.28,75.76
2012-08-15,104.6875,76.6875
2012-08-16,28.666666666666668,26.583333333333332
2012-08-17,13.846153846153847,12.846153846153847
2012-08-18,11.0,10.0
2012-08-19,20.384615384615383,18.76923076923077
2012-08-20,46.92307692307692,42.38461538461539
2012-08-21,30.75,28.416666666666668
2012-08-22,16.23076923076923,15.153846153846153
2012-08-23,12.307692307692308,11.307692307692308
2012-08-24,16.53846153846154,15.461538461538462
2012-08-25,15.23076923076923,14.23076923076923
2012-08-26,14.461538461538462,13.461538461538462
2012-08-27,26.53846153846154,24.615384615384617
2012-08-28,34.30769230769231,31.76923076923077
2012-08-29,41.09090909090909,38.09090909090909
2012-08-30,50.8,45.1
2012-08-31,42.0,38.54545454545455
2012-09-01,23.23076923076923,21.384615384615383
2012-09-02,57.916666666666664,45.0
2012-09-03,52.583333333333336,47.166666666666664
2012-09-04,45.0,40.583333333333336
2012-09-05,27.692307692307693,25.76923076923077
2012-09-06,54.11538461538461,61.30769230769231
2012-09-07,17.692307692307693,16.46153846153846
2012-09-08,20.642857142857142,19.142857142857142
2012-09-09,52.642857142857146,46.642857142857146
2012-09-10,65.71428571428571,55.0
2012-09-11,11.071428571428571,10.071428571428571
2012-09-12,16.307692307692307,15.153846153846153
2012-09-13,15.571428571428571,14.285714285714286
2012-09-14,19.571428571428573,18.142857142857142
2012-09-15,23.928571428571427,22.142857142857142
2012-09-16,24.285714285714285,22.5
2012-09-17,31.357142857142858,29.0
2012-09-18,31.857142857142858,29.428571428571427
2012-09-19,34.214285714285715,31.5
2012-09-20,37.07142857142857,34.285714285714285
2012-09-21,38.285714285714285,35.07142857142857
2012-09-22,35.142857142857146,32.57142857142857
2012-09-23,33.0,30.5
2012-09-24,37.642857142857146,34.857142857142854
2012-09-25,44.07142857142857,39.92857142857143
2012-09-26,41.42857142857143,38.07142857142857
2012-09-27,39.714285714285715,36.785714285714285
2012-09-28,38.357142857142854,35.42857142857143
2012-09-29,26.428571428571427,24.357142857142858
2012-09-30,27.928571428571427,25.928571428571427
2012-10-01,45.0,39.46666666666667
2012-10-02,44.2,40.4
2012-10-03,48.4,43.733333333333334
2012-10-04,50.4,44.8
2012-10-05,43.8,39.86666666666667
2012-10-06,41.8,38.06666666666667
2012-10-07,33.266666666666666,30.733333333333334
2012-10-08,38.06666666666667,35.13333333333333
2012-10-09,39.2,35.86666666666667
2012-10-10,38.13333333333333,35.06666666666667
2012-10-11,47.666666666666664,43.666666666666664
2012-10-12,18.666666666666668,17.533333333333335
2012-10-13,20.0,18.533333333333335
2012-10-14,22.266666666666666,20.533333333333335
2012-10-15,37.53333333333333,33.86666666666667
2012-10-16,40.6,37.266666666666666
2012-10-17,42.13333333333333,38.2
2012-10-18,44.53333333333333,40.46666666666667
2012-10-19,44.46666666666667,40.666666666666664
2012-10-20,41.53333333333333,38.46666666666667
2012-10-21,30.666666666666668,28.4
2012-10-22,28.733333333333334,26.466666666666665
2012-10-23,31.857142857142858,29.428571428571427
2012-10-24,40.642857142857146,37.285714285714285
2012-10-25,37.69230769230769,35.0
2012-10-26,37.214285714285715,33.5
2012-10-27,43.4,39.733333333333334
2012-10-28,38.0,35.13333333333333
2012-10-29,48.733333333333334,43.06666666666667
2012-10-30,52.13333333333333,45.333333333333336
2012-10-31,53.266666666666666,46.333333333333336
2012-11-01,49.833333333333336,43.72222222222222
2012-11-02,49.666666666666664,43.94444444444444
2012-11-03,41.72222222222222,38.388888888888886
2012-11-04,34.833333333333336,32.27777777777778
2012-11-05,45.72222222222222,40.888888888888886
2012-11-06,51.333333333333336,44.94444444444444
2012-11-07,50.833333333333336,44.94444444444444
2012-11-08,42.94444444444444,38.333333333333336
2012-11-09,40.94444444444444,37.77777777777778
2012-11-10,22.944444444444443,21.22222222222222
2012-11-11,18.0,16.666666666666668
2012-11-12,24.72222222222222,23.0
2012-11-13,34.388888888888886,31.166666666666668
2012-11-14,42.3125,37.3125
2012-11-15,54.1875,45.75
2012-11-16,60.166666666666664,51.666666666666664
2012-11-17,50.44444444444444,45.44444444444444
2012-11-18,32.27777777777778,29.833333333333332
2012-11-19,32.5,29.944444444444443
2012-11-20,35.111111111111114,32.0
2012-11-21,47.94444444444444,41.888888888888886
2012-11-22,33.111111111111114,30.666666666666668
2012-11-23,36.888888888888886,33.55555555555556
2012-11-24,36.388888888888886,33.611111111111114
2012-11-25,36.611111111111114,33.888888888888886
2012-11-26,52.72222222222222,45.94444444444444
2012-11-27,49.166666666666664,42.833333333333336
2012-11-28,54.0,47.44444444444444
2012-11-29,56.375,49.125
2012-11-30,43.611111111111114,39.666666666666664
2012-12-01,37.94444444444444,34.888888888888886
2012-12-02,36.44444444444444,33.388888888888886
2012-12-03,42.833333333333336,38.888888888888886
2012-12-04,42.77777777777778,38.72222222222222
2012-12-05,49.5,43.55555555555556
2012-12-06,56.388888888888886,49.05555555555556
2012-12-07,53.0,46.94444444444444
2012-12-08,41.72222222222222,37.833333333333336
2012-12-09,48.166666666666664,43.0
2012-12-10,34.22222222222222,31.666666666666668
2012-12-11,46.72222222222222,42.05555555555556
2012-12-12,43.5,39.0
2012-12-13,56.22222222222222,48.611111111111114
2012-12-14,6.222222222222222,5.833333333333333
2012-12-15,5.333333333333333,5.055555555555555
2012-12-16,10.277777777777779,9.444444444444445
2012-12-17,15.38888888888889,14.333333333333334
2012-12-18,19.555555555555557,18.166666666666668
2012-12-19,13.411764705882353,12.470588235294118
2012-12-20,12.764705882352942,11.882352941176471
2012-12-21,22.61111111111111,21.0
2012-12-22,25.5,23.555555555555557
2012-12-23,26.5,24.5
2012-12-24,24.61111111111111,22.666666666666668
2012-12-25,13.222222222222221,12.166666666666666
2012-12-26,22.5,20.833333333333332
2012-12-27,22.294117647058822,20.647058823529413
2012-12-28,18.470588235294116,17.058823529411764
2012-12-29,19.5,18.055555555555557
2012-12-30,18.944444444444443,17.5
2012-12-31,17.0,15.666666666666666
2013-01-01,36.470588235294116,32.1764705882353
2013-01-02,15.470588235294118,14.235294117647058
2013-01-03,18.058823529411764,16.705882352941178
2013-01-04,19.58823529411765,18.11764705882353
2013-01-05,23.352941176470587,21.647058823529413
2013-01-06,18.176470588235293,17.058823529411764
2013-01-07,28.470588235294116,26.294117647058822
2013-01-08,35.35294117647059,32.588235294117645
2013-01-09,37.76470588235294,33.8235294117647
2013-01-10,58.529411764705884,49.588235294117645
2013-01-11,26.58823529411765,24.647058823529413
2013-01-12,18.058823529411764,16.764705882352942
2013-01-13,15.823529411764707,14.647058823529411
2013-01-14,19.529411764705884,18.058823529411764
2013-01-15,23.470588235294116,21.647058823529413
2013-01-16,34.375,31.8125
2013-01-17,38.75,34.6875
2013-01-18,35.1764705882353,31.823529411764707
2013-01-19,33.11764705882353,30.11764705882353
2013-01-20,28.470588235294116,26.294117647058822
2013-01-21,38.470588235294116,33.35294117647059
2013-01-22,38.11764705882353,33.294117647058826
2013-01-23,34.94117647058823,31.470588235294116
2013-01-24,34.88235294117647,32.11764705882353
2013-01-25,20.235294117647058,18.58823529411765
2013-01-26,5.764705882352941,5.411764705882353
2013-01-27,4.823529411764706,4.764705882352941
2013-01-28,8.0,7.176470588235294
2013-01-29,9.705882352941176,8.882352941176471
2013-01-30,16.0625,14.875
2013-01-31,19.75,18.3125
2013-02-01,23.0625,21.4375
2013-02-02,20.9375,19.5625
2013-02-03,19.75,18.3125
2013-02-04,17.4375,16.0625
2013-02-05,21.5625,20.0625
2013-02-06,20.75,19.25
2013-02-07,22.375,20.8125
2013-02-08,30.0625,27.9375
2013-02-09,12.9375,11.9375
2013-02-10,13.3125,12.3125
2013-02-11,11.625,10.75
2013-02-12,13.0625,12.0625
2013-02-13,20.533333333333335,19.0
2013-02-14,25.333333333333332,23.4
2013-02-15,19.6875,18.25
2013-02-16,19.875,18.4375
2013-02-17,20.1875,18.6875
2013-02-18,28.75,26.6875
2013-02-19,32.1875,29.6875
2013-02-20,10.0,9.0
2013-02-21,11.9375,10.9375
2013-02-22,13.470588235294118,12.470588235294118
2013-02-23,14.411764705882353,13.352941176470589
2013-02-24,19.941176470588236,16.705882352941178
2013-02-25,18.176470588235293,16.764705882352942
2013-02-26,20.176470588235293,18.764705882352942
2013-02-27,18.529411764705884,17.058823529411764
2013-02-28,22.529411764705884,20.88235294117647
2013-03-01,29.0,26.77777777777778
2013-03-02,24.38888888888889,22.666666666666668
2013-03-03,27.11111111111111,25.0
2013-03-04,35.888888888888886,32.833333333333336
2013-03-05,33.55555555555556,31.055555555555557
2013-03-06,33.77777777777778,30.77777777777778
2013-03-07,33.5,31.11111111111111
2013-03-08,13.222222222222221,12.222222222222221
2013-03-09,9.333333333333334,8.38888888888889
2013-03-10,11.777777777777779,10.777777777777779
2013-03-11,16.944444444444443,15.666666666666666
2013-03-12,19.941176470588236,18.470588235294116
2013-03-13,23.529411764705884,21.823529411764707
2013-03-14,26.941176470588236,24.941176470588236
2013-03-15,29.58823529411765,27.352941176470587
2013-03-16,25.5,23.61111111111111
2013-03-17,26.555555555555557,24.61111111111111
2013-03-18,34.94117647058823,32.294117647058826
2013-03-19,35.76470588235294,33.1764705882353
2013-03-20,37.375,34.5625
2013-03-21,38.75,35.875
2013-03-22,32.333333333333336,30.0
2013-03-23,33.611111111111114,31.166666666666668
2013-03-24,27.055555555555557,25.055555555555557
2013-03-25,32.111111111111114,29.666666666666668
2013-03-26,36.44444444444444,33.55555555555556
2013-03-27,36.111111111111114,33.5
2013-03-28,37.88235294117647,34.294117647058826
2013-03-29,34.294117647058826,31.823529411764707
2013-03-30,32.666666666666664,30.27777777777778
2013-03-31,24.5,22.61111111111111
2013-04-01,32.77777777777778,29.944444444444443
2013-04-02,29.72222222222222,27.444444444444443
2013-04-03,30.77777777777778,28.5
2013-04-04,35.611111111111114,32.888888888888886
2013-04-05,37.888888888888886,35.166666666666664
2013-04-06,35.611111111111114,32.72222222222222
2013-04-07,31.176470588235293,28.941176470588236
2013-04-08,140.27586206896552,126.20689655172414
2013-04-09,41.0,37.388888888888886
2013-04-10,18.5,17.22222222222222
2013-04-11,24.833333333333332,23.0
2013-04-12,32.166666666666664,29.944444444444443
2013-04-13,29.58823529411765,27.41176470588235
2013-04-14,32.77777777777778,30.444444444444443
2013-04-15,45.44444444444444,41.72222222222222
2013-04-16,30.5,28.11111111111111
2013-04-17,30.61111111111111,28.27777777777778
2013-04-18,17.333333333333332,16.11111111111111
2013-04-19,25.352941176470587,23.705882352941178
2013-04-20,27.705882352941178,25.529411764705884
2013-04-21,28.88235294117647,26.58823529411765
2013-04-22,34.5,31.875
2013-04-23,34.3125,31.5
2013-04-24,40.0,37.0
2013-04-25,40.64705882352941,37.588235294117645
2013-04-26,40.705882352941174,37.35294117647059
2013-04-27,34.705882352941174,32.11764705882353
2013-04-28,29.294117647058822,27.176470588235293
2013-04-29,37.588235294117645,34.705882352941174
2013-04-30,47.1764705882353,42.94117647058823
2013-05-01,38.5625,35.5
