Date,Daily Mean PM10 Concentration,Daily AQI Value
2008-07-18,39.17,36.0
2008-07-19,57.0,49.0
2008-07-20,13.5,12.5
2008-07-21,19.0,17.7
2008-07-22,28.0,25.8
2008-07-23,32.67,30.3
2008-07-24,36.5,33.7
2008-07-25,54.83,48.2
2008-07-26,23.17,21.3
2008-07-27,26.83,24.7
2008-07-28,35.83,33.3
2008-07-29,40.33,36.8
2008-07-30,37.0,34.5
2008-07-31,42.67,38.8
2008-08-01,53.33,48.0
2008-08-02,41.67,38.7
2008-08-03,30.33,28.0
2008-08-04,33.5,30.8
2008-08-05,50.83,43.8
2008-08-06,19.83,18.5
2008-08-07,69.17,54.5
2008-08-08,38.4,35.6
2008-08-09,20.17,18.7
2008-08-10,45.0,39.5
2008-08-11,37.67,34.8
2008-08-12,42.5,39.2
2008-08-13,41.83,37.7
2008-08-14,43.5,39.3
2008-08-15,32.33,30.0
2008-08-16,20.83,19.3
2008-08-17,16.67,15.5
2008-08-18,29.83,27.5
2008-08-19,30.5,28.3
2008-08-20,38.67,35.8
2008-08-21,42.83,38.7
2008-08-22,41.33,38.3
2008-08-23,34.5,32.2
2008-08-24,26.33,24.2
2008-08-25,70.17,56.8
2008-08-26,11.5,10.5
2008-08-27,18.33,17.0
2008-08-28,28.17,26.2
2008-08-29,23.2,21.4
2008-08-30,19.5,18.2
2008-08-31,11.5,10.5
2008-09-01,12.2,11.2
2008-09-02,26.2,24.4
2008-09-03,33.8,31.2
2008-09-04,40.33,37.3
2008-09-05,41.0,38.2
2008-09-06,35.33,32.7
2008-09-07,31.83,29.5
2008-09-08,47.67,44.0
2008-09-09,33.67,31.3
2008-09-10,35.5,33.0
2008-09-11,78.33,60.8
2008-09-12,55.67,48.8
2008-09-13,24.5,22.7
2008-09-14,30.17,28.0
2008-09-15,35.83,33.2
2008-09-16,42.33,37.5
2008-09-17,44.5,39.7
2008-09-18,45.83,41.8
2008-09-19,41.67,38.5
2008-09-20,29.17,27.0
2008-09-21,22.5,20.5
2008-09-22,35.67,32.8
2008-09-23,38.33,35.3
2008-09-24,49.17,45.0
2008-09-25,53.67,46.7
2008-09-26,41.5,38.2
2008-09-27,36.33,33.7
2008-09-28,27.0,24.8
2008-09-29,52.33,46.3
2008-09-30,52.83,47.3
2008-10-01,54.33,49.2
2008-10-02,57.0,50.5
2008-10-03,53.0,47.5
2008-10-04,38.33,35.2
2008-10-05,59.33,53.0
2008-10-06,52.33,46.7
2008-10-07,44.5,40.2
2008-10-08,48.67,43.0
2008-10-09,48.0,43.5
2008-10-10,45.83,41.0
2008-10-11,91.17,68.3
2008-10-12,18.83,17.7
2008-10-13,35.67,33.0
2008-10-14,38.67,35.8
2008-10-15,54.83,47.3
2008-10-16,56.17,48.8
2008-10-17,52.67,46.0
2008-10-18,44.5,40.7
2008-10-19,32.83,30.2
2008-10-20,48.0,42.6
2008-10-21,56.4,49.4
2008-10-22,80.83,62.2
2008-10-23,54.5,48.3
2008-10-24,61.33,52.5
2008-10-25,52.67,47.5
2008-10-26,49.33,44.7
2008-10-27,97.17,72.0
2008-10-28,55.83,50.0
2008-10-29,62.0,53.5
2008-10-30,67.67,57.0
2008-10-31,65.17,55.0
2008-11-01,55.0,48.8
2008-11-02,41.67,38.5
2008-11-03,47.83,43.8
2008-11-04,51.5,46.3
2008-11-05,62.17,52.3
2008-11-06,53.67,47.7
2008-11-07,54.33,47.5
2008-11-08,46.17,41.7
2008-11-09,144.17,95.5
2008-11-10,81.5,63.8
2008-11-11,45.17,41.7
2008-11-12,43.5,40.2
2008-11-13,52.5,47.2
2008-11-14,55.83,49.5
2008-11-15,46.33,41.8
2008-11-16,37.5,34.8
2008-11-17,65.6,54.6
2008-11-18,69.8,57.2
2008-11-19,64.67,55.2
2008-11-20,71.83,59.2
2008-11-21,83.0,64.8
2008-11-22,59.67,52.5
2008-11-23,54.5,48.7
2008-11-24,83.0,64.7
2008-11-25,90.0,68.3
2008-11-26,39.5,36.5
2008-11-27,6.83,6.2
2008-11-28,10.83,10.0
2008-11-29,17.0,15.7
2008-11-30,20.0,18.5
2008-12-01,28.33,26.2
2008-12-02,32.17,29.8
2008-12-03,38.83,35.7
2008-12-04,45.0,41.0
2008-12-05,43.17,38.7
2008-12-06,33.5,31.2
2008-12-07,31.83,29.5
2008-12-08,28.5,26.3
2008-12-09,21.5,20.0
2008-12-10,35.0,32.5
2008-12-11,47.33,42.7
2008-12-12,45.67,41.2
2008-12-13,44.17,40.0
2008-12-14,29.17,27.2
2008-12-15,29.17,27.0
2008-12-16,8.6,7.8
2008-12-17,8.17,7.7
2008-12-18,9.67,8.8
2008-12-19,22.5,20.7
2008-12-20,18.83,17.5
2008-12-21,19.0,17.7
2008-12-22,24.83,22.8
2008-12-23,16.17,15.0
2008-12-24,21.17,19.5
2008-12-25,10.83,10.0
2008-12-26,9.17,8.5
2008-12-27,12.67,11.5
2008-12-28,19.0,17.5
2008-12-29,32.0,29.2
2008-12-30,34.33,31.7
2008-12-31,36.5,33.3
2009-01-01,37.33,33.8
2009-01-02,30.17,28.0
2009-01-03,23.5,21.8
2009-01-04,12.17,11.3
2009-01-05,9.67,8.7
2009-01-06,21.33,19.8
2009-01-07,25.5,23.5
2009-01-08,34.17,31.7
2009-01-09,27.17,25.2
2009-01-10,16.83,15.5
2009-01-11,25.0,23.2
2009-01-12,45.0,39.7
2009-01-13,38.67,34.5
2009-01-14,40.83,37.5
2009-01-15,41.67,37.5
2009-01-16,46.33,40.2
2009-01-17,32.17,29.8
2009-01-18,24.17,22.5
2009-01-19,39.17,35.3
2009-01-20,40.67,37.2
2009-01-21,66.17,56.0
2009-01-22,20.67,19.3
2009-01-23,23.33,21.7
2009-01-24,15.33,14.3
2009-01-25,14.0,12.8
2009-01-26,28.33,26.3
2009-01-27,16.5,15.3
2009-01-28,29.17,27.0
2009-01-29,33.83,31.2
2009-01-30,33.17,30.8
2009-01-31,28.5,26.3
2009-02-01,27.5,25.5
2009-02-02,34.5,32.0
2009-02-03,44.5,38.3
2009-02-04,45.83,41.8
2009-02-05,50.17,44.8
2009-02-06,36.17,33.5
2009-02-07,20.0,18.7
2009-02-08,4.5,4.3
2009-02-09,12.67,11.7
2009-02-10,10.67,9.7
2009-02-11,16.83,15.5
2009-02-12,19.33,17.8
2009-02-13,18.5,17.2
2009-02-14,17.0,15.8
2009-02-15,17.5,16.5
2009-02-16,29.5,27.3
2009-02-17,10.33,9.5
2009-02-18,18.5,17.0
2009-02-19,23.83,22.2
2009-02-20,31.5,29.2
2009-02-21,27.67,25.5
2009-02-22,40.17,37.2
2009-02-23,50.83,45.7
2009-02-24,46.0,40.8
2009-02-25,34.8,31.2
2009-02-26,40.0,37.2
2009-02-27,33.6,31.2
2009-02-28,39.4,36.6
2009-03-01,45.2,41.8
2009-03-02,55.8,49.6
2009-03-03,56.6,49.6
2009-03-04,43.8,40.4
2009-03-05,37.6,34.6
2009-03-06,29.2,27.0
2009-03-07,23.0,21.2
2009-03-08,28.4,26.0
2009-03-09,24.8,23.0
2009-03-10,28.2,25.8
2009-03-11,35.6,33.0
2009-03-12,32.8,30.6
2009-03-13,28.6,26.4
2009-03-14,22.2,20.4
2009-03-15,23.6,21.6
2009-03-16,36.6,33.8
2009-03-17,44.8,41.2
2009-03-18,47.6,42.4
2009-03-19,54.4,45.8
2009-03-20,47.8,43.8
2009-03-21,35.8,33.0
2009-03-22,100.2,73.4
2009-03-23,70.0,58.2
2009-03-24,33.8,31.4
2009-03-25,39.2,36.0
2009-03-26,114.0,80.4
2009-03-27,24.8,23.0
2009-03-28,29.8,27.6
2009-03-29,35.4,33.0
2009-03-30,37.8,34.8
2009-03-31,31.2,28.6
2009-04-01,45.8,42.0
2009-04-02,42.2,39.0
2009-04-03,119.2,82.8
2009-04-04,31.8,29.6
2009-04-05,20.0,18.8
2009-04-06,45.8,41.2
2009-04-07,35.0,32.4
2009-04-08,48.8,42.6
2009-04-09,37.0,34.2
2009-04-10,76.2,61.4
2009-04-11,10.2,9.2
2009-04-12,12.6,11.6
2009-04-13,22.0,20.6
2009-04-14,40.4,37.2
2009-04-15,62.2,53.0
2009-04-16,32.6,30.2
2009-04-17,18.0,16.8
2009-04-18,24.0,22.0
2009-04-19,25.2,23.4
2009-04-20,37.0,34.4
2009-04-21,35.8,33.0
2009-04-22,36.8,34.0
2009-04-23,36.8,34.2
2009-04-24,31.4,29.0
2009-04-25,35.8,33.2
2009-04-26,21.6,19.8
2009-04-27,34.0,31.4
2009-04-28,37.8,35.0
2009-04-29,40.6,37.6
2009-04-30,48.6,45.0
2009-05-01,46.0,42.6
2009-05-02,39.2,35.8
2009-05-03,35.6,33.2
2009-05-04,44.0,40.6
2009-05-05,54.6,48.6
2009-05-06,44.6,41.2
2009-05-07,44.8,41.2
2009-05-08,45.6,42.0
2009-05-09,30.2,28.0
2009-05-10,30.0,27.8
2009-05-11,36.6,33.8
2009-05-12,39.0,35.8
2009-05-13,45.4,41.6
2009-05-14,45.2,41.8
2009-05-15,43.4,40.2
2009-05-16,39.6,36.6
2009-05-17,63.8,55.0
2009-05-18,58.0,51.2
2009-05-19,40.4,37.6
2009-05-20,30.8,28.4
2009-05-21,29.2,27.0
2009-05-22,13.6,12.6
2009-05-23,15.0,14.0
2009-05-24,17.0,16.0
2009-05-25,20.6,19.0
2009-05-26,27.0,24.8
2009-05-27,33.2,30.6
2009-05-28,32.8,30.4
2009-05-29,31.6,29.0
2009-05-30,24.4,22.6
2009-05-31,21.6,20.0
2009-06-01,34.2,31.6
2009-06-02,34.0,31.4
2009-06-03,38.0,34.8
2009-06-04,39.6,36.6
2009-06-05,40.2,35.4
2009-06-06,29.2,27.0
2009-06-07,25.2,23.2
2009-06-08,29.4,27.2
2009-06-09,32.8,30.4
2009-06-10,25.2,23.4
2009-06-11,29.0,27.0
2009-06-12,27.0,24.8
2009-06-13,25.6,23.6
2009-06-14,26.4,24.4
2009-06-15,34.6,32.2
2009-06-16,34.6,32.2
2009-06-17,32.8,30.2
2009-06-18,31.8,29.4
2009-06-19,53.8,48.2
2009-06-20,25.4,23.4
2009-06-21,23.8,21.8
2009-06-22,40.0,37.0
2009-06-23,42.2,39.0
2009-06-24,39.4,36.2
2009-06-25,43.2,39.6
2009-06-26,39.2,36.4
2009-06-27,32.0,29.8
2009-06-28,35.4,32.6
2009-06-29,39.6,36.6
2009-06-30,41.4,38.2
2009-07-01,47.8,43.4
2009-07-02,26.6,24.6
2009-07-03,28.4,26.0
2009-07-04,16.6,15.6
2009-07-05,21.4,19.6
2009-07-06,37.2,34.4
2009-07-07,29.6,27.6
2009-07-08,33.0,30.4
2009-07-09,32.4,30.0
2009-07-10,50.6,44.8
2009-07-11,37.2,34.6
2009-07-12,33.4,31.0
2009-07-13,55.4,47.4
2009-07-14,45.0,41.6
2009-07-15,58.2,51.2
2009-07-16,47.8,43.4
2009-07-17,219.2,141.6
2009-07-18,246.2,161.2
2009-07-19,93.6,70.0
2009-07-20,78.0,62.0
2009-07-21,32.33,29.7
2009-07-22,34.0,31.3
2009-07-23,42.8,37.6
2009-07-24,28.6,26.6
2009-07-25,31.2,29.0
2009-07-26,28.8,26.6
2009-07-27,33.4,31.0
2009-07-28,47.6,43.8
2009-07-29,59.0,53.0
2009-07-30,43.0,39.8
2009-07-31,32.8,30.2
2009-08-01,28.4,26.4
2009-08-02,28.4,26.4
2009-08-03,38.4,35.8
2009-08-04,62.6,54.4
2009-08-05,80.4,62.4
2009-08-06,57.2,50.8
2009-08-07,34.0,31.6
2009-08-08,35.0,32.2
2009-08-09,35.0,32.2
2009-08-10,46.0,42.4
2009-08-11,66.6,56.6
2009-08-12,103.0,74.0
2009-08-13,32.4,30.0
2009-08-14,21.6,20.0
2009-08-15,21.4,19.8
2009-08-16,23.2,21.2
2009-08-17,35.2,32.6
2009-08-18,38.0,35.2
2009-08-19,39.0,36.4
2009-08-20,36.2,33.6
2009-08-21,88.2,67.2
2009-08-22,21.6,20.2
2009-08-23,14.8,13.8
2009-08-24,24.8,23.0
2009-08-25,27.0,24.8
2009-08-26,29.0,27.0
2009-08-27,35.0,32.6
2009-08-28,42.2,39.0
2009-08-29,37.6,34.8
2009-08-30,39.2,36.2
2009-08-31,88.8,67.6
2009-09-01,29.2,27.0
2009-09-02,30.2,27.8
2009-09-03,87.8,64.0
2009-09-04,32.4,30.0
2009-09-05,20.4,19.0
2009-09-06,17.0,16.0
2009-09-07,23.4,21.8
2009-09-08,28.5,26.2
2009-09-09,23.25,21.5
2009-09-10,32.75,30.5
2009-09-11,32.5,30.2
2009-09-12,30.25,28.0
2009-09-13,33.75,31.0
2009-09-14,30.5,28.2
2009-09-15,31.0,28.8
2009-09-16,39.25,36.5
2009-09-17,37.4,34.6
2009-09-18,31.2,28.8
2009-09-19,32.6,30.0
2009-09-20,22.4,20.6
2009-09-21,45.0,40.8
2009-09-22,39.4,35.2
2009-09-23,31.8,29.4
2009-09-24,45.4,41.2
2009-09-25,44.0,40.1
2009-09-26,42.64,35.6
2009-09-27,31.0,28.7
2009-09-28,45.0,40.7
2009-09-29,45.82,41.8
2009-09-30,42.91,39.5
2009-10-01,36.45,33.5
2009-10-02,38.0,35.2
2009-10-03,25.91,23.9
2009-10-04,39.82,36.8
2009-10-05,55.36,49.8
2009-10-06,45.09,41.5
2009-10-07,34.45,32.1
2009-10-08,35.73,33.0
2009-10-09,44.36,40.5
2009-10-10,42.82,39.4
2009-10-11,34.73,32.1
2009-10-12,30.36,28.1
2009-10-13,23.73,21.9
2009-10-14,34.55,31.9
2009-10-15,41.64,38.3
2009-10-16,45.0,40.8
2009-10-17,38.0,34.7
2009-10-18,30.27,28.0
2009-10-19,36.55,33.8
2009-10-20,38.45,34.5
2009-10-21,28.55,26.5
2009-10-22,42.36,38.5
2009-10-23,47.18,41.5
2009-10-24,42.27,38.7
2009-10-25,31.0,28.7
2009-10-26,36.82,34.1
2009-10-27,132.82,89.5
2009-10-28,23.73,21.9
2009-10-29,33.9,31.4
2009-10-30,37.5,34.5
2009-10-31,38.2,34.8
2009-11-01,35.7,32.8
2009-11-02,52.0,46.6
2009-11-03,50.2,44.6
2009-11-04,55.1,48.2
2009-11-05,59.18,50.6
2009-11-06,68.91,56.9
2009-11-07,56.91,50.1
2009-11-08,35.09,32.5
2009-11-09,39.91,36.4
2009-11-10,48.55,42.9
2009-11-11,55.09,47.7
2009-11-12,55.55,49.1
2009-11-13,33.0,30.5
2009-11-14,28.73,26.5
2009-11-15,23.82,22.1
2009-11-16,37.73,33.5
2009-11-17,45.18,39.7
2009-11-18,51.27,45.3
2009-11-19,58.27,50.3
2009-11-20,55.91,48.5
2009-11-21,42.91,39.2
2009-11-22,41.36,38.3
2009-11-23,53.64,47.3
2009-11-24,44.82,39.7
2009-11-25,38.09,34.4
2009-11-26,30.91,28.6
2009-11-27,43.55,39.8
2009-11-28,49.91,45.6
2009-11-29,31.64,29.2
2009-11-30,20.55,19.1
2009-12-01,28.08,25.9
2009-12-02,35.0,32.3
2009-12-03,32.0,29.7
2009-12-04,29.0,27.0
2009-12-05,35.83,33.1
2009-12-06,32.58,29.9
2009-12-07,56.73,45.4
2009-12-08,27.5,25.4
2009-12-09,23.58,21.8
2009-12-10,28.17,26.1
2009-12-11,33.83,31.1
2009-12-12,29.08,27.1
2009-12-13,21.67,20.1
2009-12-14,18.82,17.5
2009-12-15,20.2,18.7
2009-12-16,27.91,25.5
2009-12-17,30.92,28.5
2009-12-18,34.75,32.0
2009-12-19,21.0,19.2
2009-12-20,22.58,21.1
2009-12-21,45.58,40.1
2009-12-22,38.67,35.8
2009-12-23,34.42,31.9
2009-12-24,29.42,27.5
2009-12-25,24.58,22.8
2009-12-26,20.67,19.0
2009-12-27,18.08,16.8
2009-12-28,27.42,24.3
2009-12-29,27.08,25.0
2009-12-30,28.75,26.4
2009-12-31,18.75,17.3
2010-01-01,27.75,25.4
2010-01-02,28.62,26.6
2010-01-03,26.25,24.4
2010-01-04,31.75,28.9
2010-01-05,37.12,33.5
2010-01-06,43.0,38.8
2010-01-07,53.0,45.6
2010-01-08,38.0,34.5
2010-01-09,28.38,26.2
2010-01-10,33.38,30.8
2010-01-11,44.25,38.5
2010-01-12,37.88,35.0
2010-01-13,49.75,43.0
2010-01-14,18.75,17.2
2010-01-15,32.5,30.0
2010-01-16,26.38,24.4
2010-01-17,27.25,25.2
2010-01-18,20.5,19.1
2010-01-19,14.0,13.0
2010-01-20,10.12,9.2
2010-01-21,13.12,12.1
2010-01-22,5.57,5.4
2010-01-23,7.12,6.6
2010-01-24,10.88,10.0
2010-01-25,18.75,17.2
2010-01-26,22.12,20.6
2010-01-27,20.0,18.6
2010-01-28,10.38,9.5
2010-01-29,13.88,12.8
2010-01-30,13.5,12.4
2010-01-31,13.75,12.6
2010-02-01,18.71,17.3
2010-02-02,21.43,19.9
2010-02-03,21.62,20.0
2010-02-04,24.25,22.4
2010-02-05,25.0,23.0
2010-02-06,17.5,16.2
2010-02-07,6.0,5.6
2010-02-08,15.38,14.2
2010-02-09,17.0,15.8
2010-02-10,17.0,15.8
2010-02-11,15.5,14.2
2010-02-12,18.25,16.8
2010-02-13,17.38,16.0
2010-02-14,17.5,16.1
2010-02-15,21.88,20.2
2010-02-16,26.5,24.8
2010-02-17,31.88,29.6
2010-02-18,31.75,29.5
2010-02-19,33.25,30.8
2010-02-20,18.0,16.8
2010-02-21,6.75,6.1
2010-02-22,8.5,7.8
2010-02-23,17.75,16.4
2010-02-24,18.0,16.8
2010-02-25,22.38,20.9
2010-02-26,22.0,20.1
2010-02-27,22.88,21.1
2010-02-28,6.0,5.8
2010-03-01,13.0,11.9
2010-03-02,16.5,15.4
2010-03-03,18.88,17.6
2010-03-04,19.88,18.5
2010-03-05,22.0,20.4
2010-03-06,21.0,19.5
2010-03-07,8.25,7.4
2010-03-08,6.5,6.0
2010-03-09,13.38,12.2
2010-03-10,18.12,16.9
2010-03-11,13.88,12.9
2010-03-12,20.5,19.0
2010-03-13,19.38,18.0
2010-03-14,11.88,10.9
2010-03-15,19.0,17.6
2010-03-16,22.75,21.2
2010-03-17,25.25,23.4
2010-03-18,28.75,26.6
2010-03-19,26.25,24.5
2010-03-20,20.38,19.1
2010-03-21,24.75,23.1
2010-03-22,35.75,33.0
2010-03-23,20.62,19.1
2010-03-24,20.38,19.0
2010-03-25,25.12,23.2
2010-03-26,35.5,33.0
2010-03-27,18.62,17.4
2010-03-28,16.25,15.0
2010-03-29,33.38,30.9
2010-03-30,30.0,27.8
2010-03-31,44.38,40.2
2010-04-01,19.75,18.5
2010-04-02,22.38,20.6
2010-04-03,25.12,23.2
2010-04-04,33.88,31.4
2010-04-05,41.25,37.2
2010-04-06,19.88,18.5
2010-04-07,21.75,20.2
2010-04-08,33.5,31.0
2010-04-09,34.25,31.6
2010-04-10,27.0,25.0
2010-04-11,23.12,21.2
2010-04-12,34.5,30.5
2010-04-13,23.25,21.5
2010-04-14,35.38,32.8
2010-04-15,37.86,34.7
2010-04-16,43.14,39.9
2010-04-17,33.14,30.7
2010-04-18,32.0,29.6
2010-04-19,34.43,31.7
2010-04-20,27.29,25.3
2010-04-21,30.29,27.9
2010-04-22,22.25,20.8
2010-04-23,14.75,13.6
2010-04-24,16.88,15.9
2010-04-25,23.12,21.2
2010-04-26,34.25,31.6
2010-04-27,37.12,34.5
2010-04-28,45.0,40.2
2010-04-29,49.5,43.0
2010-04-30,16.75,15.5
2010-05-01,24.25,22.4
2010-05-02,54.38,44.8
2010-05-03,25.88,24.0
2010-05-04,35.12,32.5
2010-05-05,37.62,33.9
2010-05-06,32.75,29.4
2010-05-07,38.25,35.5
2010-05-08,30.5,28.2
2010-05-09,39.25,35.9
2010-05-10,33.75,31.4
2010-05-11,31.12,28.8
2010-05-12,27.88,25.8
2010-05-13,29.5,27.2
2010-05-14,33.12,30.6
2010-05-15,29.62,27.2
2010-05-16,29.88,27.8
2010-05-17,37.5,34.8
2010-05-18,27.5,25.5
2010-05-19,27.0,25.0
2010-05-20,34.5,32.0
2010-05-21,36.12,33.4
2010-05-22,38.25,35.0
2010-05-23,48.62,43.1
2010-05-24,25.5,23.6
2010-05-25,32.38,29.9
2010-05-26,36.12,33.4
2010-05-27,36.25,33.4
2010-05-28,31.75,29.5
2010-05-29,22.75,21.1
2010-05-30,26.75,24.8
2010-05-31,24.12,22.4
2010-06-01,27.62,25.6
2010-06-02,32.5,29.9
2010-06-03,35.5,32.8
2010-06-04,34.12,31.6
2010-06-05,31.62,29.2
2010-06-06,25.62,23.6
2010-06-07,37.0,34.4
2010-06-08,32.88,30.5
2010-06-09,32.5,30.0
2010-06-10,34.62,31.9
2010-06-11,43.43,39.6
2010-06-12,36.29,33.0
2010-06-13,22.75,21.1
2010-06-14,25.88,23.8
2010-06-15,29.75,27.5
2010-06-16,35.62,33.0
2010-06-17,36.38,33.8
2010-06-18,34.62,32.1
2010-06-19,25.88,23.9
2010-06-20,26.12,24.2
2010-06-21,30.5,28.1
2010-06-22,34.25,31.8
2010-06-23,37.75,34.9
2010-06-24,41.25,37.6
2010-06-25,35.5,33.0
2010-06-26,29.62,27.2
2010-06-27,26.5,24.6
2010-06-28,48.75,43.5
2010-06-29,29.88,27.6
2010-06-30,30.38,28.1
2010-07-01,30.62,28.4
2010-07-02,34.62,32.0
2010-07-03,36.0,33.2
2010-07-04,28.38,26.2
2010-07-05,24.5,22.6
2010-07-06,31.38,29.0
2010-07-07,35.12,32.8
2010-07-08,37.75,34.6
2010-07-09,35.75,33.0
2010-07-10,24.62,22.8
2010-07-11,28.38,26.1
2010-07-12,28.38,26.1
2010-07-13,32.12,29.8
2010-07-14,35.12,32.8
2010-07-15,37.88,34.4
2010-07-16,41.0,37.8
2010-07-17,45.88,40.0
2010-07-18,30.88,28.5
2010-07-19,26.5,24.4
2010-07-20,43.12,39.4
2010-07-21,33.88,31.2
2010-07-22,31.5,29.0
2010-07-23,18.62,17.2
2010-07-24,20.75,19.2
2010-07-25,19.5,18.2
2010-07-26,21.0,19.4
2010-07-27,26.12,24.1
2010-07-28,23.25,21.6
2010-07-29,20.38,18.8
2010-07-30,14.38,13.4
2010-07-31,13.38,12.2
2010-08-01,11.0,10.0
2010-08-02,18.88,17.6
2010-08-03,22.12,20.6
2010-08-04,24.62,22.8
2010-08-05,24.5,22.8
2010-08-06,34.5,32.0
2010-08-07,22.62,21.1
2010-08-08,13.0,12.0
2010-08-09,22.12,20.6
2010-08-10,25.5,23.6
2010-08-11,26.25,24.1
2010-08-12,23.88,22.2
2010-08-13,32.0,29.5
2010-08-14,32.38,30.0
2010-08-15,42.0,37.6
2010-08-16,28.5,26.2
2010-08-17,36.12,33.4
2010-08-18,22.62,20.9
2010-08-19,30.38,28.0
2010-08-20,31.75,29.6
2010-08-21,41.75,38.2
2010-08-22,15.5,14.1
2010-08-23,19.43,17.9
2010-08-24,30.25,27.9
2010-08-25,17.62,16.4
2010-08-26,22.75,21.2
2010-08-27,18.5,17.1
2010-08-28,22.75,21.1
2010-08-29,16.25,15.2
2010-08-30,21.5,19.9
2010-08-31,25.62,23.9
2010-09-01,28.88,26.8
2010-09-02,34.5,31.9
2010-09-03,46.0,42.5
2010-09-04,29.88,27.8
2010-09-05,28.62,26.6
2010-09-06,28.38,26.5
2010-09-07,22.62,21.0
2010-09-08,31.38,29.1
2010-09-09,29.62,27.4
2010-09-10,37.5,34.2
2010-09-11,32.38,30.0
2010-09-12,33.12,30.6
2010-09-13,39.25,35.5
2010-09-14,42.38,38.5
2010-09-15,38.75,35.8
2010-09-16,36.75,34.0
2010-09-17,40.25,36.8
2010-09-18,34.0,31.6
2010-09-19,31.38,29.0
2010-09-20,33.12,30.6
2010-09-21,40.62,37.6
2010-09-22,32.38,29.9
2010-09-23,28.38,26.4
2010-09-24,32.38,30.1
2010-09-25,25.25,23.4
2010-09-26,26.0,24.0
2010-09-27,32.88,30.5
2010-09-28,35.5,32.8
2010-09-29,37.75,35.0
2010-09-30,44.25,40.5
2010-10-01,39.12,36.4
2010-10-02,73.75,59.6
2010-10-03,19.12,17.8
2010-10-04,25.5,23.6
2010-10-05,16.25,15.1
2010-10-06,18.43,17.1
2010-10-07,19.57,18.1
2010-10-08,25.62,23.9
2010-10-09,23.88,22.1
2010-10-10,19.25,17.9
2010-10-11,27.25,25.2
2010-10-12,34.12,31.8
2010-10-13,34.75,32.0
2010-10-14,45.12,37.5
2010-10-15,85.86,66.1
2010-10-16,52.71,44.3
2010-10-17,31.86,29.0
2010-10-18,34.86,29.3
2010-10-19,27.25,25.1
2010-10-20,15.75,14.6
2010-10-21,10.75,9.8
2010-10-22,19.12,17.9
2010-10-23,19.25,17.9
2010-10-24,17.0,15.9
2010-10-25,26.5,24.6
2010-10-26,25.5,23.8
2010-10-27,24.5,22.6
2010-10-28,35.12,32.4
2010-10-29,43.0,39.5
2010-10-30,31.88,29.5
2010-10-31,21.75,20.1
2010-11-01,32.62,30.1
2010-11-02,34.75,32.0
2010-11-03,36.75,33.8
2010-11-04,37.62,35.0
2010-11-05,46.67,42.5
2010-11-06,44.83,41.0
2010-11-07,35.33,32.5
2010-11-08,39.0,35.6
2010-11-09,20.25,18.9
2010-11-10,32.5,30.1
2010-11-11,29.62,27.5
2010-11-12,31.25,29.1
2010-11-13,39.5,35.6
2010-11-14,29.88,27.6
2010-11-15,38.62,35.8
2010-11-16,38.25,35.5
2010-11-17,46.88,41.5
2010-11-18,46.75,41.2
2010-11-19,54.5,47.0
2010-11-20,38.12,35.2
2010-11-21,22.25,20.6
2010-11-22,18.38,17.1
2010-11-23,26.88,24.8
2010-11-24,28.0,26.0
2010-11-25,13.62,12.6
2010-11-26,25.88,24.1
2010-11-27,35.5,32.9
2010-11-28,28.12,26.1
2010-11-29,25.5,23.1
2010-11-30,36.25,33.4
2010-12-01,44.0,38.6
2010-12-02,51.38,45.1
2010-12-03,61.12,51.1
2010-12-04,49.0,43.6
2010-12-05,44.5,40.9
2010-12-06,54.75,48.1
2010-12-07,45.5,41.9
2010-12-08,48.88,42.1
2010-12-09,50.29,43.9
2010-12-10,55.86,48.1
2010-12-11,47.12,42.9
2010-12-12,39.62,35.8
2010-12-13,50.0,41.9
2010-12-14,46.62,41.9
2010-12-15,47.88,42.6
2010-12-16,30.12,27.8
2010-12-17,13.29,12.3
2010-12-18,15.14,14.1
2010-12-19,15.29,14.3
2010-12-20,25.86,24.0
2010-12-21,27.12,25.2
2010-12-22,16.5,15.4
2010-12-23,9.14,8.3
2010-12-24,18.75,17.2
2010-12-25,18.12,16.6
2010-12-26,12.25,11.2
2010-12-27,17.62,16.4
2010-12-28,21.5,19.9
2010-12-29,16.0,14.9
2010-12-30,10.62,9.6
2010-12-31,14.12,13.2
2011-01-01,31.22,28.6
2011-01-02,15.67,14.4
2011-01-03,21.22,19.7
2011-01-04,20.78,19.1
2011-01-05,23.78,22.0
2011-01-06,28.89,26.8
2011-01-07,26.0,23.9
2011-01-08,21.89,20.2
2011-01-09,23.67,21.9
2011-01-10,26.56,24.7
2011-01-11,22.44,20.8
2011-01-12,28.56,26.4
2011-01-13,29.56,27.4
2011-01-14,27.78,25.7
2011-01-15,22.0,20.3
2011-01-16,23.78,22.0
2011-01-17,31.22,28.9
2011-01-18,33.67,31.1
2011-01-19,34.67,32.0
2011-01-20,24.22,22.7
2011-01-21,31.44,29.2
2011-01-22,30.11,28.0
2011-01-23,25.78,24.1
2011-01-24,28.56,26.4
2011-01-25,29.67,27.4
2011-01-26,29.11,26.6
2011-01-27,25.33,23.3
2011-01-28,33.56,31.2
2011-01-29,31.44,29.2
2011-01-30,25.89,24.0
2011-01-31,23.0,21.2
2011-02-01,26.44,24.6
2011-02-02,18.22,16.8
2011-02-03,14.0,13.0
