Date,MARICOPA,"20"" Soil Temp - Max","20"" Soil Temp - Mean","20"" Soil Temp - Min","4"" Soil Temp - Max","4"" Soil Temp - Mean","4"" Soil Temp - Min",Actual Vapor Pressure - Daily Mean,Air Temp - Max,Air Temp - Mean,Air Temp - Min,Dewpoint - Daily Mean,Heat Units,Max Wind Speed,Precipitation - Total,RH - Max,RH - Mean,RH - Min,Reference ET,Reference ET Penman-Monteith,Solar Rad. - Total,VPD - Mean,Wind Direction Std Dev,Wind Speed - Mean,Wind Vector Direction,Wind Vector Magnitude,Daily AQI Value,Daily Mean PM10 Concentration
2009_42,205,23.8,23.45714286,23.17142857,24.85714286,21.18571429,17.94285714,0.75,31.15714286,21.94285714,12.5,2.485714286,8.971428571,6.3,0,61.82857143,30.52857143,13.15714286,5.014285714,4.214285714,18.03,2.072857143,55,1.714285714,224,1,34.5,37.94714286
2009_43,207,21.35714286,21.05714286,20.77142857,21.58571429,17.92857143,14.61428571,0.385714286,24.45714286,15.14285714,4.942857143,-6.714285714,4.485714286,7.1,0,54.12857143,24.5,10.2,4.6,3.9,16.84857143,1.522857143,57,2.171428571,242.2857143,1.257142857,39.27142857,47.71
2009_44,223,20.05714286,19.88571429,19.77142857,22.65714286,18.78571429,15.42857143,0.62,31.42857143,18.97142857,7.514285714,0.014285714,7.571428571,3.685714286,0,64.84285714,31.78571429,11.57142857,3.557142857,2.9,14.62285714,1.795714286,69.42857143,1,156.8571429,0.228571429,47.11428571,54
2009_45,282,20.37142857,20.2,20.04285714,21.52857143,18.74285714,16.38571429,0.842857143,27.07142857,18.17142857,10.15714286,4.357142857,6.428571429,5.314285714,0.217142857,71.28571429,43.78571429,23.14285714,2.571428571,2.614285714,10.78142857,1.37,56.85714286,1.4,232.7142857,0.742857143,37.94285714,42.27428571
2009_46,291,17.97142857,17.65714286,17.38571429,17.92857143,14.05714286,10.82857143,0.494285714,23.75714286,11.55714286,1,-3.242857143,3.414285714,4.385714286,0,80.08571429,42.67142857,12.55714286,2.942857143,2.128571429,14.68428571,1.021428571,67.28571429,0.985714286,130.4285714,0.314285714,39.8,45.01285714
2009_47,135,16.67142857,16.5,16.32857143,17.55714286,14.01428571,11.08571429,0.452857143,24.4,13.25714286,3.8,-4.414285714,4.042857143,5.842857143,0,61.04285714,32.58571429,13.67142857,3.271428571,2.7,13.30571429,1.211428571,55.71428571,1.542857143,174.2857143,0.828571429,39.1,43.18285714
2009_48,380,16.08571429,15.84285714,15.57142857,16.1,12.75714286,9.928571429,0.501428571,18.74285714,9.185714286,0.7,-4.014285714,1.628571429,6.3,0,71.94285714,43.71428571,19.41428571,2.414285714,1.971428571,12.48285714,0.745714286,55.57142857,1.385714286,190.8571429,0.757142857,28.04285714,30.3
2009_49,192,13.27142857,13.02857143,12.81428571,11.54285714,8.957142857,6.771428571,0.658571429,15.42857143,7.928571429,0.5,0.614285714,0.571428571,7.228571429,0.797142857,90.64285714,62.58571429,34.22857143,1.6,1.428571429,10.13857143,0.465714286,59,1.828571429,202.2857143,1.2,29.54285714,33.06714286
2009_50,190,12.61428571,12.47142857,12.34285714,12.74285714,9.8,7.271428571,0.628571429,21.08571429,10.52857143,1.757142857,-0.028571429,2.457142857,6.142857143,0,83.18571429,53.38571429,21.98571429,2.385714286,2.085714286,11.7,0.742857143,58.71428571,1.542857143,149.7142857,0.728571429,23.07142857,25.03857143
2009_51,188,12.34285714,12.14285714,11.94285714,11.42857143,8.728571429,6.414285714,0.568571429,16.52857143,7.571428571,0.242857143,-1.214285714,0.985714286,5.542857143,0.617142857,85,57.81428571,26.48571429,1.728571429,1.642857143,10.47285714,0.547142857,63.28571429,1.457142857,234.8571429,0.671428571,28.31428571,30.84571429
2009_52,110,11.31428571,11.15714286,11.01428571,11.75714286,8.828571429,6.428571429,0.417142857,17.58571429,8.857142857,1.3,-5.4,1.2,5.585714286,0,68.48571429,39.75714286,16.31428571,2.214285714,1.985714286,10.71285714,0.795714286,54.85714286,1.528571429,165,0.842857143,23.11428571,25.20714286
2010_1,157,11.92857143,11.78571429,11.62857143,13.27142857,9.9,7.057142857,0.432857143,20.8,9.8,-0.114285714,-4.728571429,2.228571429,4.9,0,71.24285714,39.44285714,16.11428571,2.557142857,2.057142857,12.46142857,0.887142857,61.85714286,1.285714286,106.5714286,0.542857143,33.12857143,36.78571429
2010_2,233,12.2,12.07142857,11.9,13.77142857,10.61428571,8,0.518571429,21.42857143,11.17142857,2.4,-2.757142857,2.642857143,5.971428571,0.29,74.78571429,42.05714286,16.1,2.528571429,2.228571429,12.00285714,0.912857143,64.42857143,1.4,163.7142857,0.557142857,31.27142857,34.69857143
2010_3,102,12.8,12.7,12.57142857,13.31428571,11.54285714,10.05714286,0.957142857,16.55714286,11.58571429,6.742857143,5.814285714,1.142857143,10.17142857,7.801428571,92.74285714,70.61428571,39.45714286,1.685714286,1.771428571,9.228571429,0.434285714,47,3.371428571,193.7142857,2.5,12.94285714,13.95428571
2010_4,239,12.38571429,12.2,12.01428571,13.62857143,10.78571429,8.514285714,0.965714286,16.61428571,10.27142857,4.757142857,6.214285714,1.071428571,4.514285714,1.487142857,97.45714286,78.35714286,44.78571429,1.714285714,1.542857143,12.30428571,0.325714286,61.71428571,1.3,192.7142857,0.6,14.44285714,15.64428571
2010_5,160,13.54285714,13.4,13.25714286,16.18571429,12.94285714,10.12857143,0.988571429,20.27142857,12.7,5.785714286,6.757142857,2.457142857,4.3,0,95.81428571,70.5,35.12857143,2.271428571,1.942857143,14,0.535714286,65.71428571,1.128571429,149.2857143,0.428571429,18.77142857,20.32285714
2010_6,173,13.98571429,13.81428571,13.64285714,16.1,12.77142857,10,0.864285714,17.91428571,10.81428571,4.571428571,4.757142857,1.471428571,5.871428571,0.435714286,96.14285714,69.51428571,35.74285714,2.585714286,2.157142857,15.57285714,0.478571429,59.57142857,1.557142857,178.7142857,0.771428571,14.05714286,15.21571429
2010_7,178,14.51428571,14.34285714,14.18571429,17.37142857,13.68571429,10.54285714,0.725714286,23.07142857,13.91428571,5.057142857,2.157142857,3.542857143,5.814285714,0.217142857,86.02857143,50.88571429,17.75714286,3.614285714,3.042857143,16.87571429,0.97,59.28571429,1.7,148.5714286,0.9,23.97142857,25.82285714
2010_8,135,14.1,13.9,13.74285714,16.1,12.9,10.07142857,0.737142857,19.18571429,11.82857143,4.185714286,2.114285714,1.957142857,9.2,0.4,90.21428571,56.94285714,25.45714286,3.185714286,2.814285714,15.80142857,0.714285714,52.57142857,2.171428571,152.2857143,1.342857143,15.6,16.89428571
2010_9,195,14.72857143,14.55714286,14.37142857,18.4,14.57142857,11.21428571,0.934285714,21.3,13.28571429,5.642857143,5.742857143,2.885714286,7,0.98,92.44285714,65.3,33.12857143,3.314285714,2.928571429,17.23285714,0.668571429,59.85714286,1.742857143,175,0.885714286,15.58571429,16.75142857
2010_10,165,14.77142857,14.48571429,14.3,16.98571429,13.5,10.47142857,0.814285714,17.84285714,11.2,4.8,3.571428571,1.414285714,7.628571429,1.378571429,91.94285714,64.11428571,33.07142857,3.142857143,2.8,16.90142857,0.568571429,57.85714286,2.2,228,1.2,13.2,14.28714286
2010_11,129,15.91428571,15.67142857,15.45714286,20.1,16.01428571,12.22857143,0.622857143,24.45714286,15.9,6.271428571,-0.142857143,4.385714286,8.171428571,0,73.82857143,38.17142857,14.07142857,5.614285714,4.657142857,22.72571429,1.308571429,49.85714286,2.242857143,131.2857143,1.385714286,20.47142857,22.03714286
2010_12,122,16.67142857,16.45714286,16.24285714,21.28571429,17,13.04285714,0.688571429,24.01428571,15.32857143,6.328571429,0.714285714,4.142857143,6.814285714,0.871428571,81.55714286,44.8,13.92857143,5.057142857,4.214285714,21.95,1.168571429,62.14285714,1.828571429,236,0.914285714,23.97142857,25.82
2010_13,133,17.34285714,17,16.72857143,21.61428571,17.2,13.08571429,0.498571429,26.14285714,17.12857143,6.971428571,-3,5.257142857,8.157142857,0,61.1,29.17142857,11.14285714,6.428571429,5.5,24.41428571,1.62,50.28571429,2.428571429,163.5714286,1.628571429,25.17142857,27.32285714
2010_14,119,18.25714286,17.98571429,17.78571429,24.92857143,19.88571429,15.34285714,0.485714286,28.17142857,18.72857143,7.585714286,-3.914285714,6.242857143,8.057142857,0,63.6,25.58571429,8.342857143,7.028571429,5.971428571,26.54857143,1.84,49.42857143,2.285714286,233,1.514285714,27.84285714,30.21571429
2010_15,160,19.97142857,19.8,19.58571429,26.8,22.1,17.75714286,0.567142857,29.44285714,20.07142857,9.371428571,-1.228571429,7.2,6.9,0,60.3,27.2,10.47142857,6.728571429,5.885714286,25.59285714,1.945714286,59.42857143,2.042857143,200.7142857,1.028571429,30.18571429,32.91285714
2010_16,130,21.11428571,20.8,20.58571429,26.35714286,22.31428571,18.61428571,0.745714286,26.28571429,19.07142857,10.47142857,2.342857143,6.271428571,8.142857143,0,68.6,37.05714286,16.82857143,6.1,5.428571429,23.69571429,1.622857143,45.85714286,2.514285714,207.1428571,1.7,23.54285714,25.41285714
2010_17,135,21.97142857,21.62857143,21.37142857,28.38571429,23.77142857,19.48571429,0.517142857,29.28571429,20.87142857,11.27142857,-2.742857143,7.714285714,9.328571429,0,50.11428571,22.98571429,9.814285714,7.942857143,6.971428571,28.05,2.138571429,48,2.785714286,236.2857143,1.942857143,29.77142857,32.85571429
2010_18,165,22.71428571,22.37142857,22.14285714,29.32857143,24.47142857,19.9,0.498571429,32.82857143,23.1,11.45714286,-3.1,9.1,8.571428571,0,49.21428571,20.41428571,6.842857143,8.471428571,7.385714286,29.28142857,2.587142857,60.71428571,2.428571429,196,1.214285714,32.61428571,36.35714286
2010_19,204,22.67142857,22.24285714,21.9,27.17142857,22.37142857,17.91428571,0.472857143,30.08571429,22.02857143,12.42857143,-3.842857143,8.5,8.428571429,0,49.12857143,20.02857143,8.014285714,8.157142857,7.114285714,29.18714286,2.351428571,54.71428571,2.428571429,242.2857143,1.414285714,29.55714286,32.03428571
2010_20,146,24.42857143,24.18571429,23.95714286,31.87142857,27.18571429,22.67142857,0.602857143,34.31428571,25.64285714,14.9,-0.385714286,10.9,9.014285714,0,50.87142857,20.5,8.471428571,8.914285714,8.014285714,29.46285714,2.884285714,47,2.571428571,216.7142857,1.742857143,30.5,32.96428571
2010_21,145,24.48571429,24.11428571,23.8,29.68571429,24.94285714,20.51428571,0.518571429,31.67142857,23.08571429,13.15714286,-2.714285714,9.242857143,7.714285714,0,45.52857143,19.92857143,8.9,8.542857143,7.357142857,30.86571429,2.52,55.71428571,2.271428571,231.7142857,1.3,30.57142857,33.33857143
2010_22,112,26.02857143,25.74285714,25.51428571,32.91428571,28.32857143,23.91428571,0.577142857,37.71428571,28.35714286,17.24285714,-1.2,12.54285714,7.685714286,0,39.05714286,16.64285714,6.314285714,9.028571429,7.971428571,30.6,3.551428571,62,1.957142857,218.1428571,0.828571429,28.04285714,30.31857143
2010_23,163,27.6,27.25714286,27,35.12857143,30.44285714,26.08571429,0.84,38.68571429,30.3,20.78571429,4.2,13.98571429,9.057142857,0,42.27142857,21.27142857,9.728571429,9.585714286,9.1,29.65714286,3.731428571,53.85714286,2.828571429,216.4285714,1.614285714,31.85714286,34.62
2010_24,165,28.1,27.88571429,27.67142857,35.68571429,30.92857143,26.28571429,0.654285714,38.58571429,29.41428571,18.72857143,0.571428571,13.28571429,8.5,0,39.97142857,18.41428571,7.314285714,9.457142857,8.528571429,30.95285714,3.728571429,60.14285714,2.2,208.8571429,1.014285714,27.88571429,30.12571429
2010_25,134,29.5,29.21428571,28.91428571,35.78571429,31.51428571,26.95714286,0.59,41.2,31.62857143,20.67142857,-0.914285714,14.37142857,7.557142857,0,38.74285714,14.27142857,5.128571429,9.785714286,8.842857143,31.02,4.374285714,65.71428571,2.171428571,178.2857143,0.742857143,30.97142857,33.57
2010_26,177,28.88571429,28.51428571,28.22857143,35.17142857,30.7,26.38571429,1.02,42.4,33.87142857,23.92857143,6.828571429,15.67142857,8.971428571,0,42.64285714,20.97142857,8.185714286,9.857142857,9.557142857,29.30571429,4.522857143,48.71428571,2.628571429,148.4285714,1.742857143,31.05714286,33.82142857
2010_27,102,30.55714286,30.38571429,30.17142857,38.17142857,33.85714286,29.9,1.064285714,40.87142857,33.18571429,24.12857143,7.2,15.52857143,7.585714286,0,44.9,21.94285714,11.22857143,8.8,8.314285714,27.81857143,4.22,65.42857143,2.142857143,211.5714286,0.742857143,28.71428571,31.07142857
2010_28,164,32.45714286,32.22857143,32.05714286,40.2,36.4,32.9,1.544285714,42.37142857,35.77142857,27.88571429,13.28571429,16.8,9.585714286,0,50.68571429,27.81428571,15.27142857,9.142857143,9.085714286,26.80714286,4.477142857,51.14285714,2.642857143,233,1.514285714,32.42857143,35.53714286
2010_29,183,33.3,33.07142857,32.84285714,39.1,35.71428571,32.92857143,1.858571429,39.82857143,33.4,27.31428571,16.14285714,16.51428571,10.27142857,0.688571429,63.97142857,38.81428571,20.97142857,7.471428571,7.914285714,22.98571429,3.438571429,46.28571429,2.614285714,207.1428571,1.714285714,26.98571429,29.32142857
2010_30,178,32.82857143,32.48571429,32.2,37.5,33.9,31.18571429,2.234285714,37.88571429,31.05714286,25.82857143,18.92857143,15.92857143,11.1,1.305714286,80.55714286,53.78571429,28.87142857,6.485714286,6.942857143,22.47428571,2.412857143,60.42857143,2.485714286,144.8571429,1.057142857,18.24285714,19.71571429
2010_31,184,31.11428571,30.71428571,30.44285714,36.18571429,32.1,28.47142857,1.741428571,39.1,31.81428571,23.84285714,14.87142857,15.35714286,8.014285714,0.145714286,75.47142857,41.42857143,18.24285714,7.057142857,6.742857143,24.48,3.171428571,57.71428571,1.8,207.4285714,0.857142857,20.98571429,22.60571429
2010_32,188,32.68571429,32.48571429,32.3,39.55714286,35.27142857,31.48571429,1.335714286,40.88571429,33.8,25.04285714,10.85714286,15.92857143,6.842857143,0,54.31428571,27.22857143,13.32857143,8.328571429,7.714285714,26.53,4.1,61.85714286,2.014285714,225,0.871428571,23.14285714,25.01857143
2010_33,133,32.88571429,32.55714286,32.28571429,36.8,33.34285714,29.98571429,2.038571429,40.27142857,33.08571429,25.3,17.6,16.01428571,9.128571429,1.851428571,78.32857143,43.78571429,21.08571429,6.928571429,7,23.20285714,3.171428571,60.42857143,2.014285714,160.7142857,0.814285714,30.55714286,33.30285714
2010_34,184,32.48571429,32.18571429,31.88571429,36.31428571,32.71428571,29.81428571,2.188571429,37.11428571,30.44285714,24.6,18.74285714,15.38571429,10.51428571,4.571428571,80.8,53.64285714,28.98571429,6.214285714,6.385714286,21.11571429,2.315714286,42,2.442857143,101.2857143,1.9,19.38571429,20.97142857
2010_35,189,30.17142857,29.87142857,29.61428571,34.37142857,30.15714286,26.48571429,1.532857143,38.88571429,30.24285714,21.31428571,12.91428571,14.41428571,6.942857143,0,73.8,39.04285714,16.02857143,7.142857143,6.414285714,24.82142857,2.982857143,50.42857143,1.814285714,221.8571429,1.214285714,26.85714286,28.94714286
2010_36,131,30.94285714,30.54285714,30.21428571,33.71428571,30.21428571,26.84285714,1.227142857,37.2,29.14285714,20.84285714,8.9,13.94285714,7.685714286,0,59.81428571,31.42857143,12.62857143,7.014285714,6.5,23.27571429,3.018571429,46.28571429,2.042857143,186.1428571,1.428571429,27.82857143,30.07142857
2010_37,135,28.9,28.7,28.51428571,33.84285714,29.42857143,25.48571429,1.05,39.97142857,29.01428571,18.38571429,7.428571429,13.37142857,4.914285714,0,63.2,29.55714286,9.1,6.242857143,5.228571429,22.47428571,3.255714286,76,1.071428571,174.5714286,0.142857143,34.68571429,37.78571429
2010_38,239,29,28.67142857,28.37142857,30.88571429,27.61428571,24.81428571,1.427142857,37.95714286,29.18571429,20.42857143,11.65714286,13.9,6.757142857,0.035714286,69.08571429,37.71428571,15.72857143,6.1,5.728571429,20.44285714,2.834285714,52.14285714,1.971428571,155.4285714,1.271428571,29.57142857,31.93
2010_39,192,28.22857143,28.02857143,27.88571429,33.07142857,29.14285714,25.61428571,1.358571429,38.58571429,29.8,19.91428571,11.41428571,13.82857143,6.957142857,0,67.7,34.8,14.45714286,5.985714286,5.471428571,19.92857143,3.014285714,62.28571429,1.7,174,0.742857143,36.97142857,41.32142857
2010_40,224,27.22857143,26.82857143,26.44285714,27.67142857,24.45714286,21.75714286,1.474285714,31.71428571,22.75714286,15.41428571,12.35714286,10.38571429,8.3,4.971428571,91.75714286,57.11428571,22.27142857,4.414285714,4.057142857,18.09714286,1.434285714,61.85714286,1.685714286,186.8571429,0.814285714,19.67142857,21.19571429
2010_41,204,25.12857143,24.97142857,24.8,28.65714286,24.61428571,21.12857143,1.15,33.95714286,23.64285714,14.02857143,8.857142857,10.44285714,5.885714286,0,79.4,43.95714286,15.05714286,4.828571429,4.128571429,18.74,1.967142857,60,1.314285714,133,0.628571429,36.4,42.72285714
2010_42,218,25.15714286,24.88571429,24.62857143,26.22857143,23.32857143,20.94285714,1.322857143,26.5,19.94285714,14.62857143,11,7.828571429,6.042857143,0.435714286,84.81428571,59.84285714,31.18571429,3.342857143,3.242857143,14.82142857,1.102857143,53,1.614285714,205,1.014285714,20.51428571,22.69142857
2010_43,195,22.95714286,22.77142857,22.62857143,24.67142857,21.15714286,18.12857143,0.941428571,29.38571429,19.31428571,9.985714286,5.828571429,7.257142857,6.842857143,0,78.5,46.08571429,19.98571429,3.985714286,3.471428571,15.99714286,1.457142857,64.14285714,1.571428571,157,0.857142857,26.9,29.07142857
2010_44,190,22.21428571,21.98571429,21.74285714,23.27142857,19.87142857,16.88571429,0.722857143,29.92857143,18.72857143,9,2.214285714,7.328571429,6.571428571,0,70.22857143,37.24285714,12.41428571,4.071428571,3.271428571,15.98285714,1.622857143,57.85714286,1.371428571,165.4285714,0.728571429,33.5,36.42714286
2010_45,131,19.74285714,19.45714286,19.18571429,19.2,15.72857143,12.84285714,0.501428571,23.42857143,14.17142857,4.714285714,-3.142857143,3.828571429,5.6,0,63.48571429,32.84285714,13.97142857,3.657142857,3.028571429,15.3,1.247142857,57,1.742857143,241.7142857,0.914285714,29.9,32.49285714
2010_46,358,17.9,17.74285714,17.52857143,18.11428571,14.88571429,12,0.548571429,24.35714286,13.52857143,3.757142857,-1.857142857,3.942857143,5.514285714,0,69.38571429,38.41428571,15.8,3.142857143,2.514285714,13.93142857,1.135714286,63.28571429,1.314285714,221.7142857,0.557142857,37.68571429,41.85714286
2010_47,150,15.87142857,15.61428571,15.38571429,14.02857143,11.31428571,8.814285714,0.557142857,18.12857143,9.542857143,1.371428571,-2.942857143,1.514285714,6.485714286,0.108571429,78.61428571,46.32857143,21.92857143,2.528571429,2.057142857,12.70142857,0.722857143,52.42857143,1.757142857,241.7142857,1.128571429,22.58571429,24.35857143
2010_48,367,13.68571429,13.52857143,13.35714286,13.24285714,10,7.228571429,0.322857143,19.28571429,8.6,-1.028571429,-8.771428571,1.785714286,5.414285714,0,60.77142857,31.67142857,12.88571429,2.542857143,2.042857143,12.20285714,0.905714286,60,1.471428571,174.4285714,0.785714286,37.28571429,42.19571429
2010_49,332,13.92857143,13.74285714,13.6,14.41428571,11.4,8.614285714,0.442857143,24.32857143,12.41428571,2.571428571,-4.4,3.842857143,3.714285714,0,66.11428571,34.38571429,13.25714286,2.514285714,1.871428571,12.11714286,1.128571429,65.28571429,0.871428571,205.5714286,0.314285714,43.98571429,49.55714286
2010_50,269,13.77142857,13.62857143,13.51428571,14.44285714,11.82857143,9.357142857,0.795714286,22.02857143,12.3,4,2.985714286,3.028571429,5.057142857,0.252857143,83.72857143,59.11428571,30.58571429,1.942857143,1.742857143,10.38714286,0.737142857,60.14285714,1.242857143,131.4285714,0.585714286,30.91428571,34.66714286
2010_51,261,14.17142857,14.04285714,13.91428571,14.44285714,12.27142857,10.47142857,0.951428571,20.77142857,13.02857143,6.371428571,6.057142857,2.814285714,6.3,0.291428571,92.57142857,66.77142857,35.1,1.614285714,1.8,8.95,0.62,57.28571429,1.514285714,146.7142857,0.8,17.28571429,18.68285714
2010_52,279,13.04285714,12.75714286,12.5,11.22857143,9,6.914285714,0.641428571,13.58571429,6.942857143,0.571428571,-0.342857143,0.657142857,7.271428571,0.871428571,88.08571429,62.74285714,30.77142857,1.671428571,1.5,10.07,0.422857143,47.28571429,2.228571429,194.2857143,1.571428571,16.25714286,17.61857143
2011_1,248,10.41428571,10.28571429,10.11428571,10.41428571,7.142857143,4.485714286,0.517142857,15.15714286,5.942857143,-2.214285714,-2.385714286,0.471428571,3.842857143,0,90.77142857,59.77142857,25.92857143,1.785714286,1.471428571,11.94142857,0.48,64.28571429,1.171428571,175.1428571,0.428571429,20.87142857,22.60428571
2011_2,207,11.12857143,11,10.85714286,12.44285714,9.2,6.428571429,0.545714286,19.55714286,9.871428571,1.042857143,-1.642857143,1.9,4.671428571,0,81,49.28571429,21.98571429,2.457142857,1.971428571,13.03,0.764285714,68.71428571,1.285714286,266,0.371428571,23.88571429,25.79571429
2011_3,325,12.08571429,11.94285714,11.78571429,14.45714286,10.88571429,7.857142857,0.558571429,22.18571429,11.5,1.842857143,-1.685714286,2.914285714,4.542857143,0,78.05714286,44.55714286,17.65714286,2.742857143,2.185714286,13.62714286,0.911428571,62.57142857,1.257142857,245.7142857,0.542857143,27.7,29.87285714
2011_4,332,12.14285714,11.98571429,11.81428571,14.15714286,10.37142857,7.085714286,0.348571429,21.35714286,9.9,-0.671428571,-7.642857143,2.414285714,6.157142857,0,67.02857143,32.74285714,11.15714286,3.385714286,2.742857143,15.16142857,0.998571429,62.28571429,1.614285714,98.28571429,0.757142857,26.88571429,29.06428571
2011_5,249,11.8,11.55714286,11.24285714,12.4,9.171428571,6.357142857,0.281428571,14.27142857,6.285714286,-1.7,-12.47142857,0.885714286,8.628571429,0,57.12857143,28.24285714,12.74285714,3.414285714,2.857142857,15.51285714,0.772857143,51.28571429,2.771428571,232.7142857,1.885714286,22.25714286,24.01428571
2011_6,239,11.52857143,11.31428571,11.14285714,14.8,10.61428571,7.085714286,0.26,21.08571429,10.18571429,-0.242857143,-11.5,2.314285714,6.014285714,0,51.82857143,23.91428571,8.657142857,4.071428571,3.271428571,17.22857143,1.112857143,55.14285714,1.857142857,229.5714286,1.014285714,27.7,30.11857143
2011_7,220,12.75714286,12.57142857,12.41428571,15.42857143,12.22857143,9.285714286,0.547142857,23.98571429,14.32857143,4.4,-3.128571429,3.928571429,6.914285714,1.015714286,64.37142857,35.47142857,18.21428571,3.585714286,3.328571429,14.66571429,1.21,61.57142857,2.028571429,208.4285714,0.985714286,33.54285714,37.87428571
2011_8,339,12.88571429,12.7,12.52857143,15.31428571,11.75714286,8.6,0.645714286,18.01428571,10.4,2.6,0.485714286,1.414285714,7.342857143,0.035714286,90.9,55.81428571,23.55714286,3.171428571,2.728571429,16.72428571,0.68,58.28571429,1.9,231.8571429,1.028571429,14.94285714,16.09428571
2011_9,248,14.04285714,13.74285714,13.47142857,17.95714286,13.91428571,10.24285714,0.59,22.71428571,13.25714286,3.271428571,-0.9,3.4,6.942857143,0.398571429,82.8,45.27142857,15.24285714,4.371428571,3.471428571,20.38571429,1.078571429,54.28571429,1.657142857,145.5714286,0.957142857,15.25714286,16.41285714
2011_10,257,15.27142857,15.01428571,14.84285714,20.12857143,15.78571429,12,0.452857143,26.75714286,16.85714286,5.9,-4.4,5.4,7.457142857,0,62.14285714,27.44285714,8.914285714,5.628571429,4.7,21.44571429,1.637142857,58.14285714,2.171428571,222.5714286,1.228571429,30.65714286,33.90571429
2011_11,202,17.84285714,17.61428571,17.45714286,24.02857143,19.87142857,15.97142857,0.512857143,29.88571429,19.91428571,8.3,-2.8,7.257142857,7.042857143,0,59.1,24.74285714,9.657142857,5.957142857,5.114285714,21.90571429,1.99,61.57142857,1.885714286,229.4285714,0.814285714,33.28571429,36.16
2011_12,214,17.6,17.27142857,16.98571429,19.9,16.51428571,13.17142857,0.605714286,22.22857143,14.54285714,5.685714286,-0.985714286,3.3,9.057142857,0.181428571,75.5,41.11428571,15.51428571,4.785714286,4.257142857,19.64571429,1.15,50.57142857,2.5,214.7142857,1.557142857,31.38571429,36.19
2011_13,367,18.37142857,18.02857143,17.75714286,25.45714286,20.52857143,16.08571429,0.607142857,31.27142857,21.41428571,9.9,-0.314285714,7.957142857,6.657142857,0,58.2,27.51428571,10.95714286,6.6,5.614285714,24.70142857,2.171428571,59,1.814285714,227.8571429,0.871428571,25.77142857,27.98428571
2011_14,273,20.61428571,20.37142857,20.07142857,24.54285714,21.24285714,18.21428571,0.648571429,25.58571429,18.62857143,11.37142857,-0.228571429,6.557142857,10.05714286,1.161428571,62.24285714,35.42857143,19.42857143,5.928571429,5.642857143,20.60142857,1.66,50.42857143,3.142857143,228,1.914285714,23.47142857,25.38857143
2011_15,206,18.87142857,18.48571429,18.15714286,23.07142857,18.54285714,14.48571429,0.565714286,27.84285714,18.48571429,7.885714286,-1.8,6.242857143,7.742857143,0,70.2,33.57142857,10.07142857,6.971428571,5.9,27.23714286,1.76,55.57142857,2.185714286,235,1.257142857,27,29.38142857
2011_16,236,21.17142857,20.7,20.38571429,26.84285714,22.44285714,18.42857143,0.654285714,32.45714286,24.21428571,14.4,0.528571429,10.21428571,8.6,0,49.38571429,23.77142857,9.842857143,8.128571429,7.4,26.82285714,2.522857143,49,2.742857143,231.4285714,1.757142857,27.52857143,29.71428571
2011_17,291,22.04285714,21.84285714,21.64285714,27.77142857,23.65714286,19.85714286,0.478571429,30.38571429,22.9,14.5,-4.5,9.557142857,9.585714286,0,39.37142857,18.44285714,7.471428571,9.085714286,8.214285714,28.81285714,2.427142857,39,3.528571429,271,2.771428571,31.92857143,34.57142857
2011_18,270,22.45714286,22.12857143,21.91428571,28.77142857,24.11428571,19.74285714,0.337142857,33.32857143,23.52857143,11.82857143,-8.385714286,9.214285714,9.085714286,0,38.42857143,13.15714286,4.185714286,8.685714286,7.614285714,29.22,2.837142857,49.14285714,2.457142857,185.8571429,1.614285714,29.64285714,32.35
2011_19,222,23.55714286,23.28571429,23.04285714,28.28571429,24.35714286,20.52857143,0.561428571,31.34285714,23.28571429,13.98571429,-1.285714286,9.285714286,9.514285714,0,44.17142857,22.1,9.928571429,8.628571429,7.657142857,29.90285714,2.498571429,48.85714286,2.757142857,233.4285714,1.828571429,30.24285714,32.66571429
2011_20,292,23.02857143,22.72857143,22.47142857,26.67142857,22.95714286,19.48571429,0.644285714,29.07142857,22.25714286,14.38571429,0.4,8.857142857,9.728571429,0,49.52857143,26.02857143,13.01428571,8.185714286,7.371428571,28.36428571,2.154285714,40.57142857,3.1,234.1428571,2.314285714,30.1,32.55428571
2011_21,258,24,23.68571429,23.47142857,31.3,26.81428571,22.37142857,0.521428571,35.4,27.02857143,16.21428571,-2.357142857,11.7,9.214285714,0,35.5,15.74285714,7.457142857,9.671428571,8.757142857,30.79714286,3.255714286,47.85714286,2.771428571,218.7142857,1.857142857,32.84285714,35.55714286
2011_22,211,25.4,25.18571429,24.98571429,31.72857143,27.44285714,23.4,0.455714286,34.3,25.44285714,14.28571429,-4.6,10.58571429,8.528571429,0,41,15.82857143,6.371428571,8.828571429,7.842857143,29.69,3.017142857,53.42857143,2.385714286,243.5714286,1.457142857,36.11428571,40.51714286
2011_23,245,26.67142857,26.45714286,26.24285714,34.18571429,29.62857143,25.22857143,0.505714286,36.61428571,28.14285714,17.8,-2.757142857,12.68571429,7.614285714,0,30.74285714,14.6,6.342857143,9.542857143,8.442857143,31.49571429,3.524285714,55.71428571,2.328571429,215.8571429,1.271428571,32.01428571,35.76857143
