Date,MARICOPA,PIMA,PINAL
2014_34,56,12,4
2014_35,48,12,5
2014_36,62,12,10
2014_37,64,11,5
2014_38,71,14,7
2014_39,50,18,2
2014_40,50,14,6
2014_41,39,17,6
2014_42,63,9,2
2014_43,46,17,6
2014_44,50,9,8
2014_45,54,18,7
2014_46,50,14,10
2014_47,46,13,2
2014_48,72,16,14
2014_49,88,11,7
2014_50,87,13,6
2014_51,39,7,3
2014_52,47,9,8
2015_0,8,4,1
2015_1,57,20,2
2015_2,58,18,7
2015_3,51,32,9
2015_4,61,18,14
2015_5,68,20,6
2015_6,61,14,10
2015_7,74,17,9
2015_8,65,20,6
2015_9,73,11,11
2015_10,58,16,9
2015_11,65,15,5
2015_12,74,17,7
2015_13,73,6,5
2015_14,51,12,10
2015_15,82,25,9
2015_16,106,15,11
2015_17,106,16,16
2015_18,97,26,18
2015_19,71,17,10
2015_20,113,22,15
2015_21,88,22,3
2015_22,89,22,13
2015_23,68,35,8
2015_24,93,25,15
2015_25,88,26,9
2015_26,94,33,13
2015_27,106,26,8
2015_28,112,29,11
2015_29,126,29,17
2015_30,126,23,18
2015_31,100,16,15
2015_32,149,33,17
2015_33,97,22,16
2015_34,147,24,14
2015_35,140,38,14
2015_36,145,27,15
2015_37,164,29,23
2015_38,185,42,19
2015_39,140,38,12
2015_40,126,25,15
2015_41,140,15,22
2015_42,124,28,11
2015_43,120,27,22
2015_44,129,28,19
2015_45,135,28,14
2015_46,118,34,14
2015_47,101,15,16
2015_48,219,27,26
2015_49,149,22,24
2015_50,105,22,9
2015_51,77,19,9
2015_52,55,7,6
2016_0,20,8,0
2016_1,85,16,9
2016_2,97,17,10
2016_3,94,22,12
2016_4,110,16,14
2016_5,103,14,10
2016_6,73,18,14
2016_7,70,16,6
2016_8,97,13,11
2016_9,89,24,11
2016_10,97,12,9
2016_11,87,20,6
2016_12,91,19,10
2016_13,102,18,10
2016_14,81,19,14
2016_15,79,11,9
2016_16,93,19,15
2016_17,84,13,12
2016_18,70,24,15
2016_19,72,16,5
2016_20,84,24,10
2016_21,76,12,7
2016_22,58,15,3
2016_23,89,17,7
2016_24,65,12,8
2016_25,80,22,5
2016_26,87,21,7
2016_27,67,11,5
2016_28,65,15,12
2016_29,77,20,13
2016_30,79,22,13
2016_31,79,18,14
2016_32,97,11,6
2016_33,86,10,6
2016_34,91,11,5
2016_35,52,11,13
2016_36,64,22,7
2016_37,63,14,7
2016_38,68,19,5
2016_39,71,9,5
2016_40,90,17,5
2016_41,85,11,9
2016_42,94,21,15
2016_43,102,12,4
2016_44,113,17,10
2016_45,98,10,16
2016_46,101,31,15
2016_47,68,14,9
2016_48,109,27,8
2016_49,98,31,11
2016_50,88,17,9
2016_51,84,23,15
2016_52,90,21,10
2017_1,73,19,8
2017_2,81,17,5
2017_3,110,18,16
2017_4,87,21,16
2017_5,69,13,6
2017_6,73,18,9
2017_7,78,20,5
2017_8,75,16,6
2017_9,55,9,8
2017_10,68,18,5
2017_11,62,11,15
2017_12,53,22,9
2017_13,51,19,8
2017_14,66,19,8
2017_15,54,16,9
2017_16,86,19,7
2017_17,68,17,9
2017_18,96,30,9
2017_19,76,14,9
2017_20,66,16,4
2017_21,64,13,11
2017_22,52,15,12
2017_23,62,9,3
2017_24,75,18,10
2017_25,72,14,7
2017_26,79,17,9
2017_27,61,13,7
2017_28,65,28,6
2017_29,91,20,12
2017_30,96,29,8
2017_31,92,32,9
2017_32,90,16,8
2017_33,81,24,12
2017_34,78,12,11
2017_35,74,10,12
2017_36,70,12,8
2017_37,75,11,3
2017_38,101,23,7
2017_39,70,8,8
2017_40,87,19,6
2017_41,76,13,5
2017_42,111,21,16
2017_43,109,18,11
2017_44,161,19,12
2017_45,147,28,7
2017_46,151,30,10
2017_47,143,25,14
2017_48,237,41,25
2017_49,210,28,19
2017_50,225,34,20
2017_51,199,34,19
2017_52,181,36,20
2017_53,1,0,0
2018_0,181,27,17
2018_1,161,22,17
2018_2,170,24,16
2018_3,155,15,13
2018_4,140,19,16
2018_5,119,14,10
2018_6,97,21,7
2018_7,99,20,7
2018_8,124,30,9
2018_9,109,27,14
2018_10,99,15,6
2018_11,100,9,10
2018_12,83,16,7
2018_13,86,10,11
2018_14,91,14,13
2018_15,94,15,13
2018_16,100,14,6
2018_17,107,18,7
2018_18,95,13,8
2018_19,96,18,10
2018_20,145,24,17
2018_21,102,18,20
2018_22,102,25,8
2018_23,97,23,8
2018_24,93,24,10
2018_25,117,24,12
2018_26,97,19,6
2018_27,110,25,12
2018_28,110,14,22
2018_29,117,23,12
2018_30,112,33,7
2018_31,104,21,9
2018_32,124,21,5
2018_33,84,18,11
2018_34,102,16,10
2018_35,80,14,7
2018_36,84,21,8
2018_37,87,21,10
2018_38,95,15,4
2018_39,90,18,9
2018_40,98,17,10
2018_41,94,9,14
2018_42,120,21,14
2018_43,100,19,15
2018_44,84,24,6
2018_45,39,8,2
2018_46,93,17,10
2018_47,91,21,16
2018_48,112,29,14
2018_49,111,11,16
2018_50,111,14,14
2018_51,83,10,14
2018_52,17,3,3
2019_0,62,10,7
2019_1,123,23,15
2019_2,119,17,12
2019_3,121,18,13
2019_4,198,17,14
2019_5,119,16,11
2019_6,28,13,2
2019_7,181,52,22
2019_8,121,27,17
2019_9,120,27,13
2019_10,148,33,20
2019_11,123,30,20
2019_12,138,31,10
2019_13,114,25,14
2019_14,108,30,12
2019_15,142,28,11
2019_16,107,26,14
2019_17,126,26,18
2019_18,161,32,20
2019_19,147,33,22
2019_20,105,28,15
2019_21,98,17,8
2019_22,117,20,17
2019_23,126,26,17
2019_24,137,32,14
2019_25,129,33,20
2019_26,133,24,24
2019_27,119,24,19
2019_28,181,32,16
2019_29,173,42,25
2019_30,121,30,13
2019_31,143,43,16
2019_32,156,27,17
2019_33,123,35,13
2019_34,198,29,23
2019_35,97,24,17
2019_36,151,29,12
2019_37,129,20,12
2019_38,136,17,21
2019_39,142,34,19
2019_40,146,27,14
2019_41,136,28,18
2019_42,140,25,22
2019_43,157,27,22
2019_44,146,22,23
2019_45,196,27,25
2019_46,233,29,38
2019_47,167,28,28
2019_48,192,36,28
2019_49,200,33,37
2019_50,192,41,26
2019_51,149,24,21
2019_52,44,9,8
2020_0,57,8,17
2020_1,136,21,21
2020_2,168,25,17
2020_3,139,26,16
2020_4,203,22,19
2020_5,144,23,23
2020_6,146,16,19
2020_7,136,35,14
2020_8,137,28,19
2020_9,156,21,14
2020_10,125,30,10
2020_11,114,28,10
2020_12,89,10,5
2020_13,57,12,4
2020_14,63,27,5
2020_15,68,20,14
2020_16,77,24,10
2020_17,63,16,14
2020_18,102,18,16
2020_19,94,21,16
2020_20,116,27,20
2020_21,75,24,15
2020_22,107,34,10
2020_23,108,27,17
2020_24,127,22,18
2020_25,128,33,24
2020_26,99,19,15
2020_27,103,33,21
2020_28,121,37,21
2020_29,121,28,23
2020_30,138,23,15
2020_31,146,42,24
2020_32,152,27,17
2020_33,117,26,18
2020_34,202,45,27
2020_35,276,53,34
2020_36,190,28,28
2020_37,159,28,25
2020_38,209,32,25
2020_39,185,42,30
2020_40,187,30,26
2020_41,197,19,24
2020_42,203,27,32
2020_43,207,30,19
2020_44,216,35,26
2020_45,243,31,37
2020_46,277,45,25
2020_47,237,34,23
2020_48,264,50,36
2020_49,269,44,35
2020_50,297,40,40
2020_51,168,27,19
2020_52,127,16,24
2021_0,129,15,22
2021_1,216,26,25
2021_2,237,30,30
2021_3,251,33,36
2021_4,216,34,18
2021_5,216,39,30
2021_6,224,37,20
2021_7,172,32,21
2021_8,207,34,29
2021_9,209,35,22
2021_10,204,31,30
2021_11,187,36,19
2021_12,181,37,28
2021_13,166,25,19
2021_14,158,21,23
2021_15,135,23,19
2021_16,172,18,15
2021_17,135,15,14
2021_18,128,22,17
2021_19,151,28,22
2021_20,149,30,9
2021_21,151,21,13
2021_22,110,18,14
2021_23,155,24,12
2021_24,153,25,11
2021_25,135,25,13
2021_26,132,27,18
2021_27,122,24,14
2021_28,139,27,24
2021_29,152,24,19
2021_30,108,29,6
2021_31,124,20,13
2021_32,147,24,14
2021_33,149,19,20
2021_34,126,17,13
2021_35,131,12,10
2021_36,101,19,11
2021_37,113,18,12
2021_38,125,16,13
2021_39,127,23,21
2021_40,147,22,11
2021_41,143,18,10
2021_42,123,17,13
2021_43,165,25,20
2021_44,145,20,17
2021_45,164,18,16
2021_46,210,17,17
2021_47,164,23,14
2021_48,209,35,30
2021_49,240,39,35
2021_50,229,28,39
2021_51,170,27,25
2021_52,153,12,23
2022_0,22,5,5
2022_1,197,32,23
2022_2,168,27,27
2022_3,175,16,19
2022_4,151,21,22
2022_5,123,22,16
2022_6,139,15,19
2022_7,130,13,16
2022_8,142,10,20
2022_9,140,24,19
2022_10,87,15,17
2022_11,116,23,12
2022_12,106,17,13
2022_13,117,22,14
2022_14,147,10,22
2022_15,125,15,19
2022_16,132,16,10
2022_17,174,23,17
2022_18,153,26,17
2022_19,157,28,22
2022_20,173,33,20
2022_21,162,30,21
2022_22,119,15,17
2022_23,160,27,21
2022_24,151,27,18
2022_25,146,19,15
2022_26,151,24,10
2022_27,133,26,16
2022_28,252,49,28
2022_29,222,43,27
2022_30,145,25,19
2022_31,101,19,11
2022_32,152,24,11
2022_33,109,20,16
2022_34,96,22,11
2022_35,138,22,9
2022_36,90,20,14
2022_37,107,23,16
2022_38,96,23,12
2022_39,110,16,8
2022_40,98,18,11
2022_41,78,22,13
2022_42,103,28,9
2022_43,102,13,14
2022_44,130,19,11
2022_45,99,14,10
2022_46,132,17,21
2022_47,116,23,13
2022_48,129,17,16
2022_49,118,26,9
2022_50,150,19,17
2022_51,145,28,19
2022_52,86,12,14
2023_1,98,17,14
2023_2,75,19,10
2023_3,145,34,17
2023_4,137,16,17
2023_5,102,25,5
2023_6,110,22,13
2023_7,104,26,10
2023_8,112,19,11
2023_9,121,21,18
2023_10,114,13,17
2023_11,145,28,22
2023_12,99,23,13
2023_13,127,13,5
2023_14,117,17,10
2023_15,121,17,7
2023_16,123,22,11
2023_17,126,24,17
2023_18,113,21,12
2023_19,116,18,14
2023_20,139,24,12
2023_21,124,21,17
2023_22,117,25,9
2023_23,124,30,15
2023_24,101,22,9
2023_25,101,21,13
2023_26,127,23,19
2023_27,106,27,14
2023_28,117,23,18
2023_29,158,33,27
2023_30,152,18,25
2023_31,164,24,25
2023_32,142,23,25
2023_33,124,25,15
2023_34,184,39,20
2023_35,173,17,27
2023_36,152,23,20
2023_37,164,23,20
2023_38,173,22,18
2023_39,180,33,17
2023_40,158,17,17
2023_41,169,27,19
2023_42,218,23,34
2023_43,200,27,21
2023_44,178,29,26
2023_45,183,33,28
2023_46,250,25,29
2023_47,231,29,28
2023_48,277,41,42
2023_49,308,34,36
2023_50,296,38,34
2023_51,293,42,41
2023_52,205,26,32
